Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
WikiPathways_2024_Human	Dengue 2 Interactions With Complement And Coagulation Cascades WP3896	21/59	3.959625e-19	1.647204e-16	0	0	2.221602e+01	9.413586e+02	FGB;CPB2;SERPINA1;CFH;SERPIND1;SERPINC1;F12;SERPINF2;APOA2;PLG;F2;F5;C2;C3;F7;LMAN1;C6;PROC;C9;MASP2;CD46
WikiPathways_2024_Human	Complement And Coagulation Cascades WP558	20/58	5.808412e-18	1.208150e-15	0	0	2.111449e+01	8.379754e+02	FGB;CPB2;SERPINA1;CFH;SERPIND1;SERPINC1;F12;SERPINF2;PLG;F2;F5;C2;C3;F7;LMAN1;C6;PROC;C9;MASP2;CD46
WikiPathways_2024_Human	Vitamin B12 Metabolism WP1533	16/54	1.880469e-13	2.357396e-11	0	0	1.675342e+01	4.909101e+02	FGB;CRP;SCARB1;FGA;SHMT2;MMAB;FGG;APOA1;PLG;MAT1A;F2;F7;CTH;ALB;APOE;APOB
WikiPathways_2024_Human	Complement System WP2806	20/95	2.266727e-13	2.357396e-11	0	0	1.067766e+01	3.108830e+02	FGB;CRP;FGA;CFH;F12;FGG;F11;APOA1;C4BPA;PLG;C2;C3;VTN;C5;C6;C9;ALB;MASP2;CALR;CD46
WikiPathways_2024_Human	Folate Metabolism WP176	16/69	1.203339e-11	1.001178e-09	0	0	1.200262e+01	3.017860e+02	FGB;CRP;SCARB1;FGA;SHMT2;SHMT1;FGG;APOA1;PLG;MAT1A;F2;F7;MTHFD1;CTH;ALB;APOB
WikiPathways_2024_Human	Blood Clotting Cascade WP272	10/22	4.749348e-11	3.253953e-09	0	0	3.279966e+01	7.796621e+02	FGB;FGA;F7;F12;SERPINF2;F11;FGG;PLG;F2;F5
WikiPathways_2024_Human	Statin Inhibition Of Cholesterol Production WP430	11/29	5.475401e-11	3.253953e-09	0	0	2.409435e+01	5.693055e+02	SCARB1;CETP;ABCG5;LIPC;APOC1;APOA2;APOA1;APOE;APOB;CYP7A1;APOA5
WikiPathways_2024_Human	Selenium Micronutrient Network WP15	16/86	4.095947e-10	2.129892e-08	0	0	9.079755e+00	1.962666e+02	FGB;CRP;SCARB1;FGA;DIO1;FGG;APOA1;PLG;F2;F7;PRDX4;KYNU;CTH;ALB;PNPO;APOB
WikiPathways_2024_Human	Disorders Of Bile Acid Synthesis And Biliary Transport WP5176	10/29	1.254929e-09	5.800560e-08	0	0	2.070813e+01	4.244378e+02	ABCC2;SCP2;SLC10A1;ABCB4;HSD17B4;AKR1C4;BAAT;CYP7A1;CYP8B1;SLC27A5
WikiPathways_2024_Human	Cholestasis WP5238	8/19	9.251789e-09	3.848744e-07	0	0	2.851143e+01	5.274173e+02	SCARB1;ABCG5;ABCC2;SLC10A1;NR1I3;ABCB4;SLC22A1;EPHX1
WikiPathways_2024_Human	Cholesterol Metabolism WP5304	13/72	2.648415e-08	1.001583e-06	0	0	8.704286e+00	1.518612e+02	SCARB1;CETP;ABCG5;APOA2;APOA1;CYP7A1;LIPC;APOH;APOC1;ANGPTL3;APOE;LPA;APOB
WikiPathways_2024_Human	Oxysterols Derived From Cholesterol WP4545	11/51	4.561610e-08	1.562774e-06	0	0	1.083021e+01	1.830631e+02	CYP39A1;HSD11B1;SCP2;ACOT12;THEM5;LBP;AKR1C4;BAAT;CYP7A1;CYP8B1;SLC27A5
