Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MSigDB_Hallmark_2020	Coagulation	28/138	9.534711e-18	4.385967e-16	0	0	1.034458e+01	4.054205e+02	CPB2;SERPINA1;CFH;TMPRSS6;SERPINC1;HPN;PROZ;PLG;FURIN;ITIH1;C2;C3;C9;FGA;MMP7;F12;FGG;MST1;F11;APOA1;F2;MMP11;TF;PROC;APOC1;ADAM9;MASP2;ANG
MSigDB_Hallmark_2020	Xenobiotic Metabolism	32/200	6.642371e-17	1.527745e-15	0	0	7.782946e+00	2.899184e+02	CRP;SHMT2;LEAP2;SLC22A1;PLG;ITIH1;HSD11B1;VTN;TDO2;TTPA;KYNU;APOE;HGFAC;CYB5A;GCKR;ABCC2;GSTO1;ARG1;DCXR;F11;EPHX1;SLC6A12;FMO3;FAH;UPB1;GNMT;RBP4;VNN1;MTHFD1;ANGPTL3;HPRT1;CYP2E1
MSigDB_Hallmark_2020	Complement	18/200	3.460622e-06	5.306288e-05	0	0	3.922129e+00	4.931710e+01	SERPINA1;CFH;TMPRSS6;SERPINC1;PLG;F2;ITIH1;CP;C2;F5;C3;F7;C9;KYNU;APOC1;ADAM9;ANG;CD46
MSigDB_Hallmark_2020	Bile Acid Metabolism	13/112	5.065732e-06	5.825591e-05	0	0	5.176727e+00	6.311989e+01	DIO1;APOA1;HSD17B4;BBOX1;CYP7A1;CYP8B1;GNMT;CYP39A1;PEX7;TTR;SCP2;GC;SLC27A5
MSigDB_Hallmark_2020	Pperoxisome	9/104	1.278360e-03	1.176091e-02	0	0	3.705433e+00	2.468625e+01	TTR;SCP2;ABCB4;DIO1;ALB;HSD17B4;CEL;PABPC1;HAO2
MSigDB_Hallmark_2020	Fatty Acid Metabolism	11/158	2.294321e-03	1.758980e-02	0	0	2.930789e+00	1.781133e+01	VNN1;TDO2;OSTC;EPHX1;CYP4A22;CYP4A11;RDH16;HSD17B4;CEL;REEP6;HAO2
MSigDB_Hallmark_2020	Androgen Response	8/100	3.824795e-03	2.513437e-02	0	0	3.394804e+00	1.889633e+01	LMAN1;AZGP1;CCND1;ANKH;MAK;PGM3;SORD;SEC24D
MSigDB_Hallmark_2020	Hedgehog Signaling	4/36	1.248842e-02	7.180842e-02	0	0	4.856038e+00	2.128379e+01	ADGRG1;RASA1;PLG;CELSR1
MSigDB_Hallmark_2020	Myc Targets V2	5/58	1.538332e-02	7.862585e-02	0	0	3.668302e+00	1.531322e+01	RCL1;SORD;WDR43;GNL3;HSPD1
MSigDB_Hallmark_2020	Angiogenesis	3/36	6.183906e-02	2.602272e-01	0	0	3.524448e+00	9.809314e+00	CXCL6;VTN;APOH
MSigDB_Hallmark_2020	Adipogenesis	9/200	6.788535e-02	2.602272e-01	0	0	1.833896e+00	4.933062e+00	SLC5A6;C3;SCARB1;ORM1;SCP2;APOE;REEP6;FAH;GPHN
MSigDB_Hallmark_2020	KRAS Signaling Dn	9/200	6.788535e-02	2.602272e-01	0	0	1.833896e+00	4.933062e+00	CYP39A1;C5;ITIH3;FGGY;DTNB;SERPINA10;SLC38A3;SLC29A3;SPTBN2
MSigDB_Hallmark_2020	mTORC1 Signaling	8/200	1.349176e-01	4.137474e-01	0	0	1.618293e+00	3.241588e+00	HSPA9;SHMT2;CTH;CANX;SORD;HPRT1;CALR;HSPD1
MSigDB_Hallmark_2020	Glycolysis	8/200	1.349176e-01	4.137474e-01	0	0	1.618293e+00	3.241588e+00	CYB5A;CTH;ANG;PHKA2;ALDH7A1;MET;GALK2;SLC25A13
MSigDB_Hallmark_2020	KRAS Signaling Up	8/200	1.349176e-01	4.137474e-01	0	0	1.618293e+00	3.241588e+00	HSD11B1;MMP11;RBP4;CFH;ANKH;ARG1;ANXA10;ETV4
MSigDB_Hallmark_2020	Estrogen Response Early	7/200	2.426169e-01	6.200209e-01	0	0	1.405768e+00	1.990950e+00	SEC14L2;SCARB1;ZNF185;CCND1;RBBP8;ABAT;CELSR1
MSigDB_Hallmark_2020	Estrogen Response Late	7/200	2.426169e-01	6.200209e-01	0	0	1.405768e+00	1.990950e+00	SCARB1;SERPINA1;CCND1;DCXR;SORD;RBBP8;HPRT1
MSigDB_Hallmark_2020	Myc Targets V1	7/200	2.426169e-01	6.200209e-01	0	0	1.405768e+00	1.990950e+00	PRDX4;CANX;SNRPG;HPRT1;PABPC1;GNL3;HSPD1
MSigDB_Hallmark_2020	Cholesterol Homeostasis	3/74	2.872312e-01	6.954019e-01	0	0	1.634925e+00	2.039516e+00	ADH4;GLDC;ATF5
MSigDB_Hallmark_2020	Unfolded Protein Response	4/113	3.193841e-01	7.028768e-01	0	0	1.419986e+00	1.620716e+00	HSPA9;DKC1;CALR;PDIA5
MSigDB_Hallmark_2020	DNA Repair	5/150	3.290071e-01	7.028768e-01	0	0	1.334483e+00	1.483512e+00	POLB;POLR1C;ERCC8;HPRT1;UMPS
MSigDB_Hallmark_2020	UV Response Up	5/158	3.690444e-01	7.028768e-01	0	0	1.264183e+00	1.260186e+00	APOM;PPAT;EPHX1;SLC6A12;FURIN
MSigDB_Hallmark_2020	IL-2/STAT5 Signaling	6/199	3.884253e-01	7.028768e-01	0	0	1.202529e+00	1.137177e+00	GSTO1;SERPINC1;FURIN;UMPS;FAH;ETV4
MSigDB_Hallmark_2020	G2-M Checkpoint	6/200	3.929349e-01	7.028768e-01	0	0	1.196269e+00	1.117448e+00	SLC12A2;WRN;CCND1;DKC1;FANCC;ATF5
MSigDB_Hallmark_2020	Epithelial Mesenchymal Transition	6/200	3.929349e-01	7.028768e-01	0	0	1.196269e+00	1.117448e+00	CXCL6;COL11A1;TNFRSF11B;PPIB;SNTB1;CTHRC1
MSigDB_Hallmark_2020	TGF-beta Signaling	2/54	3.972782e-01	7.028768e-01	0	0	1.486695e+00	1.372396e+00	TGIF1;FURIN
MSigDB_Hallmark_2020	Protein Secretion	3/96	4.382078e-01	7.465763e-01	0	0	1.246755e+00	1.028650e+00	LMAN1;ARFGEF2;SEC24D
MSigDB_Hallmark_2020	UV Response Dn	4/144	4.945976e-01	8.125532e-01	0	0	1.103792e+00	7.770818e-01	PLCB4;COL11A1;ATP2C1;MET
MSigDB_Hallmark_2020	Notch Signaling	1/32	5.591354e-01	8.645167e-01	0	0	1.245776e+00	7.242487e-01	CCND1
MSigDB_Hallmark_2020	Inflammatory Response	5/200	5.714757e-01	8.645167e-01	0	0	9.897436e-01	5.537945e-01	CXCL6;SLC11A2;HPN;ATP2C1;MET
MSigDB_Hallmark_2020	Apoptosis	4/161	5.826091e-01	8.645167e-01	0	0	9.834090e-01	5.312757e-01	CCND1;ANKH;CTH;F2
MSigDB_Hallmark_2020	Apical Surface	1/44	6.758314e-01	9.041819e-01	0	0	8.975637e-01	3.516760e-01	PKHD1
MSigDB_Hallmark_2020	Reactive Oxygen Species Pathway	1/49	7.148274e-01	9.041819e-01	0	0	8.038608e-01	2.698675e-01	PRDX4
MSigDB_Hallmark_2020	TNF-alpha Signaling via NF-kB	4/200	7.469329e-01	9.041819e-01	0	0	7.861420e-01	2.293805e-01	TGIF1;CXCL6;CCND1;KYNU
MSigDB_Hallmark_2020	Apical Junction	4/200	7.469329e-01	9.041819e-01	0	0	7.861420e-01	2.293805e-01	CDH3;RASA1;ADAM9;TNFRSF11B
MSigDB_Hallmark_2020	E2F Targets	4/200	7.469329e-01	9.041819e-01	0	0	7.861420e-01	2.293805e-01	PRDX4;PRKDC;SHMT1;ATAD2
MSigDB_Hallmark_2020	p53 Pathway	4/200	7.469329e-01	9.041819e-01	0	0	7.861420e-01	2.293805e-01	DCXR;EPHX1;MDM2;ABAT
MSigDB_Hallmark_2020	heme Metabolism	4/200	7.469329e-01	9.041819e-01	0	0	7.861420e-01	2.293805e-01	C3;RCL1;SLC11A2;FTCD
MSigDB_Hallmark_2020	Spermatogenesis	2/135	8.585051e-01	9.941445e-01	0	0	5.788427e-01	8.830981e-02	SLC12A2;CLPB
MSigDB_Hallmark_2020	Oxidative Phosphorylation	3/200	8.838935e-01	9.941445e-01	0	0	5.854147e-01	7.225111e-02	HSPA9;GLUD1;CYB5A
MSigDB_Hallmark_2020	IL-6/JAK/STAT3 Signaling	1/87	8.924507e-01	9.941445e-01	0	0	4.477898e-01	5.095129e-02	INHBE
MSigDB_Hallmark_2020	PI3K/AKT/mTOR  Signaling	1/105	9.322797e-01	9.941445e-01	0	0	3.699443e-01	2.594138e-02	CALR
MSigDB_Hallmark_2020	Hypoxia	2/200	9.635086e-01	9.941445e-01	0	0	3.875133e-01	1.440535e-02	SCARB1;CP
