Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Complement and coagulation cascades	27/85	1.033023e-22	2.654868e-20	0	0	1.892941e+01	9.582898e+02	CPB2;SERPINA1;CFH;SERPINC1;C4BPA;PLG;C2;C3;VTN;C5;C6;C9;FGB;FGA;SERPIND1;F12;FGG;SERPINF2;F11;F2;F5;F7;PROC;CFHR1;CFHR3;MASP2;CD46
KEGG_2021_Human	Cholesterol metabolism	13/50	2.199728e-10	2.826650e-08	0	0	1.389552e+01	3.090018e+02	SCARB1;CETP;ABCG5;APOA2;APOA1;CYP7A1;LIPC;APOH;APOC1;ANGPTL3;APOE;LPA;APOB
KEGG_2021_Human	Primary bile acid biosynthesis	8/17	3.111342e-09	2.665383e-07	0	0	3.485088e+01	6.826665e+02	CYP39A1;SCP2;HSD17B4;AKR1C4;BAAT;CYP7A1;CYP8B1;SLC27A5
KEGG_2021_Human	Drug metabolism	13/108	3.365049e-06	1.729635e-04	0	0	5.395807e+00	6.799832e+01	GSTO1;DPYS;ADH1A;FMO3;UPB1;ADH4;CYP2A7;CYP2C8;CYP2A6;CYP2D6;CYP2E1;HPRT1;UMPS
KEGG_2021_Human	Ribosome biogenesis in eukaryotes	13/108	3.365049e-06	1.729635e-04	0	0	5.395807e+00	6.799832e+01	WDR36;NOP58;POP1;WDR3;UTP18;WDR43;GNL3;RCL1;GNL3L;DKC1;XRN2;UTP14A;RMRP
KEGG_2021_Human	One carbon pool by folate	6/20	7.214149e-06	3.090060e-04	0	0	1.673146e+01	1.980916e+02	ATIC;MTHFD1;MTHFD1L;SHMT2;SHMT1;FTCD
KEGG_2021_Human	Bile secretion	11/90	1.642163e-05	6.029084e-04	0	0	5.472659e+00	6.029180e+01	SCARB1;ABCG5;ABCC2;SLC10A1;ABCB4;SLC22A1;EPHX1;BAAT;CYP7A1;SLC22A7;SLC27A5
KEGG_2021_Human	N-Glycan biosynthesis	8/50	3.302893e-05	1.061054e-03	0	0	7.455399e+00	7.692575e+01	DPM1;ALG8;RPN2;ALG5;ALG2;STT3A;STT3B;ALG10
KEGG_2021_Human	Metabolism of xenobiotics by cytochrome P450	9/76	1.233284e-04	3.521711e-03	0	0	5.261555e+00	4.735747e+01	HSD11B1;CYP2A7;ADH4;CYP2A6;CYP2D6;GSTO1;ADH1A;EPHX1;CYP2E1
KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	6/37	3.006681e-04	7.727169e-03	0	0	7.549551e+00	6.122311e+01	ALDH4A1;GLUD1;GLUD2;CPS1;PPAT;ABAT
KEGG_2021_Human	Glycine, serine and threonine metabolism	6/40	4.656761e-04	1.087989e-02	0	0	6.882353e+00	5.280155e+01	GLDC;SHMT2;SHMT1;CTH;ALDH7A1;GNMT
KEGG_2021_Human	beta-Alanine metabolism	5/30	8.505582e-04	1.821612e-02	0	0	7.788000e+00	5.505818e+01	DPYS;ABAT;UPB1;ALDH7A1;CNDP1
KEGG_2021_Human	Protein processing in endoplasmic reticulum	12/171	1.380925e-03	2.729982e-02	0	0	2.960083e+00	1.949215e+01	LMAN1;TRAM1;SEC24A;RPN2;CANX;STT3A;UBXN8;CALR;STT3B;SEC24D;SIL1;UGGT1
KEGG_2021_Human	Retinol metabolism	7/68	1.610218e-03	2.955899e-02	0	0	4.478175e+00	2.880087e+01	CYP2A7;ADH4;CYP2A6;CYP2C8;ADH1A;RDH16;CYP3A7
KEGG_2021_Human	Arginine biosynthesis	4/22	2.046718e-03	3.287540e-02	0	0	8.639166e+00	5.348955e+01	GLUD1;GLUD2;CPS1;ARG1
KEGG_2021_Human	Histidine metabolism	4/22	2.046718e-03	3.287540e-02	0	0	8.639166e+00	5.348955e+01	HAL;ALDH7A1;CNDP1;FTCD
KEGG_2021_Human	PPAR signaling pathway	7/74	2.626833e-03	3.864423e-02	0	0	4.075886e+00	2.421882e+01	SCP2;APOA2;APOA1;APOA5;CYP7A1;CYP8B1;SLC27A5
KEGG_2021_Human	Staphylococcus aureus infection	8/95	2.785473e-03	3.864423e-02	0	0	3.590832e+00	2.112608e+01	C3;C5;CFH;FGG;KRT23;MASP2;PLG;C2
KEGG_2021_Human	Vitamin digestion and absorption	4/24	2.856967e-03	3.864423e-02	0	0	7.774451e+00	4.554269e+01	SLC5A6;SCARB1;APOA1;APOB
