Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MSigDB_Hallmark_2020	Myogenesis	85/200	3.955566e-13	1.977783e-11	0	0	2.978112e+00	8.505035e+01	RYR1;MYOM1;SCHIP1;HSPB8;FHL1;HSPB2;PYGM;LDB3;COX6A2;FGF2;CLU;MYLK;CSRP3;SGCD;SLN;SGCA;SPEG;ANKRD2;CD36;NOS1;MYOZ1;PPFIA4;SGCG;KCNH1;MYBPC3;KCNH2;MEF2C;PTGIS;ACTN3;ACTN2;GPX3;TPM2;FST;IFRD1;NAV2;ACTA1;MYH1;MYH2;MYL7;MRAS;MYH3;PPP1R3C;MYL1;MYL2;COL6A2;TNNT3;CASQ2;ITGA7;CASQ1;CRYAB;MYH7;CFD;CAMK2B;CTF1;LAMA2;AK1;PSEN2;COX7A1;CACNA1H;EFS;APOD;DMD;NCAM1;SH3BGR;PDLIM7;WWTR1;PRNP;DTNA;GSN;DMPK;GADD45B;CKM;CAV3;IGF1;SORBS1;REEP1;GNAO1;SMTN;ACTC1;DES;FXYD1;HRC;SSPN;MYF6;TCAP
MSigDB_Hallmark_2020	KRAS Signaling Dn	63/200	8.803123e-05	2.200781e-03	0	0	1.839997e+00	1.718156e+01	PNMT;RYR1;CNTFR;RYR2;THRB;CALML5;IRS4;NUDT11;SLC16A7;EFHD1;NOS1;TSHB;EPHA5;GRID2;KCND1;KRT4;DCC;KRT1;NGB;COPZ2;UGT2B17;WNT16;SSTR4;CCNA1;CLPS;MYOT;CLDN8;KCNQ2;MSH5;ITGB1BP2;ABCG4;ATP6V1B1;MYH7;PTGFR;ITIH3;CPB1;KCNE2;SMPX;CCDC106;ABCB11;P2RY4;KCNMB1;NTF3;KCNN1;SNCB;FGF22;TFAP2B;TCF7L1;ARPP21;CKM;ZBTB16;KRT13;ATP4A;FGF16;P2RX6;ACTC1;GDNF;PCDHB1;KLHDC8A;CYP11B2;MYO15A;RGS11;BMPR1B
MSigDB_Hallmark_2020	Epithelial Mesenchymal Transition	53/200	1.693835e-02	2.823058e-01	0	0	1.438089e+00	5.864779e+00	ECM2;COL16A1;ITGB3;TNC;ENO2;FGF2;MYLK;EFEMP2;SGCD;CDH2;DPYSL3;TIMP3;SGCG;TPM2;TPM1;APLP1;EMP3;GEM;DCN;RHOB;ACTA2;TGFBR3;SFRP1;COL6A2;GAS1;MYL9;SCG2;MATN2;LAMA2;PCOLCE2;FBLN1;FSTL1;FBLN5;FSTL3;CALD1;ABI3BP;FLNA;SPOCK1;SLIT3;SLIT2;PDLIM4;CAP2;MAGEE1;GADD45B;CADM1;MFAP5;COL5A3;MGP;PMP22;PTX3;VIM;FERMT2;CRLF1
MSigDB_Hallmark_2020	Apical Junction	49/200	7.346429e-02	9.183037e-01	0	0	1.292704e+00	3.375194e+00	COL16A1;CTNND1;PKD1;CDH8;CALB2;SGCE;TRO;ADAMTS5;SPEG;NRTN;MADCAM1;CD34;KCNH2;ACTN3;ACTN2;ACTN1;TRAF1;CLDN11;CLDN5;ACTA1;CLDN8;EVL;MYL9;DSC1;VCL;ARHGEF6;NLGN3;NLGN2;NEXN;ATP1A3;PARD6G;NRXN2;GNAI1;THBS3;LIMA1;ADAM23;FLNC;SLIT2;JAM3;CADM3;NEGR1;CADM2;LAYN;MAPK11;NFASC;ACTC1;CD209;ITGA10;CNTN1
MSigDB_Hallmark_2020	Spermatogenesis	33/135	1.256139e-01	9.999960e-01	0	0	1.287629e+00	2.671241e+00	CRISP2;DDX4;DDX25;CHRM4;ACTL7B;TULP2;CLGN;SHE;TUBA3C;GSG1;TEKT2;DNAJB8;PAPOLB;NOS1;NEFH;JAM3;GSTM3;PRM2;ODF1;DCC;NAA11;HSPA2;HTR5A;SNAP91;POMC;ADCYAP1;CCNA1;MEP1B;GPR182;SCG3;HOXB1;TNP1;DPEP3
MSigDB_Hallmark_2020	UV Response Dn	33/144	2.271444e-01	9.999960e-01	0	0	1.182556e+00	1.752748e+00	PTGFR;CITED2;SDC2;SCHIP1;ITGB3;LPAR1;CACNA1A;PTPRM;PTPN21;VLDLR;NR3C1;TFPI;FBLN5;SYNE1;EFEMP1;PRKAR2B;CDON;CAP2;PIAS3;IGFBP5;RBPMS;MAGI2;ATP2B4;TGFBR3;MMP16;MAP1B;DLC1;KCNMA1;KIT;PMP22;AMPH;ADGRL2;BMPR1A
MSigDB_Hallmark_2020	Pancreas Beta Cells	10/40	2.739989e-01	9.999960e-01	0	0	1.325025e+00	1.715418e+00	PCSK2;SCGN;G6PC2;ABCC8;SST;DCX;GCG;PAK3;GCK;INS
MSigDB_Hallmark_2020	Apical Surface	9/44	5.372140e-01	9.999960e-01	0	0	1.021587e+00	6.347720e-01	NTNG1;SRPX;GSTM3;SCUBE1;MAL;GAS1;SLC2A4;EFNA5;MDGA1
MSigDB_Hallmark_2020	KRAS Signaling Up	40/200	5.439809e-01	9.999960e-01	0	0	9.930939e-01	6.046365e-01	SNAP25;ADAMDEC1;TPH1;GYPC;CFH;CAB39L;SATB1;FLT4;F13A1;TFPI;HDAC9;AKAP12;TMEM100;RBM4;RELN;FGF9;KIF5C;CA2;TSPAN7;EPB41L3;PRKG2;APOD;SCN1B;PEG3;GFPT2;CIDEA;NR1H4;NAP1L2;TRAF1;NGF;GNG11;SNAP91;PTBP2;BTC;CLEC4A;PCP4;SPARCL1;SCG3;ANGPTL4;CFB
MSigDB_Hallmark_2020	Hedgehog Signaling	7/36	6.057997e-01	9.999960e-01	0	0	9.588440e-01	4.805783e-01	CNTFR;NRP2;RTN1;CRMP1;VLDLR;L1CAM;SCG2
MSigDB_Hallmark_2020	Bile Acid Metabolism	21/112	6.771563e-01	9.999960e-01	0	0	9.163286e-01	3.572336e-01	ABCA1;ABCD2;ABCA5;ABCA6;ABCA3;ABCA9;NR1H4;ABCA8;HSD17B6;CYP46A1;CYP8B1;BMP6;AR;AMACR;PXMP2;ALDH1A1;EFHC1;ALDH8A1;ABCG4;RXRG;PAOX
MSigDB_Hallmark_2020	Angiogenesis	6/36	7.589169e-01	9.999960e-01	0	0	7.942231e-01	2.190968e-01	VTN;KCNJ8;PRG2;FSTL1;SERPINA5;FGFR1
MSigDB_Hallmark_2020	Hypoxia	36/200	7.972098e-01	9.999960e-01	0	0	8.708896e-01	1.973762e-01	CDKN1C;SRPX;CITED2;SDC2;NCAN;PYGM;RORA;VLDLR;ENO2;NR3C1;NDST2;AKAP12;ZFP36;CSRP2;DPYSL4;NFIL3;PHKG1;HAS1;KIF5A;GCNT2;IDS;B4GALNT2;PPFIA4;WSB1;DTNA;MIF;CP;GCK;DCN;PNRC1;PPP1R3C;BCL2;ANGPTL4;ALDOA;INHA;CHST3
MSigDB_Hallmark_2020	Xenobiotic Metabolism	36/200	7.972098e-01	9.999960e-01	0	0	8.708896e-01	1.973762e-01	CRP;ITIH4;ABCD2;ADH1C;LEAP2;TAT;ETFDH;GSTT2;LCAT;FBLN1;ADH7;CSAD;NDRG2;CYP17A1;VTN;CA2;DDT;ATOH8;GCNT2;AOX1;CD36;PTGDS;HGFAC;MPP2;GABARAPL1;SLC12A4;IL1R1;DHPS;AKR1C2;IGF1;UPB1;ESR1;CYP1A1;CYP2E1;CDO1;CFB
MSigDB_Hallmark_2020	Coagulation	23/138	8.698670e-01	9.999960e-01	0	0	7.933483e-01	1.106046e-01	CFD;GSN;CFH;C1S;C1R;ITGB3;CFI;APOC3;CLU;TF;F8;F9;CSRP1;DCT;APOC2;P2RY1;S100A13;RGN;TIMP3;MASP2;KLKB1;CFB;RAPGEF3
MSigDB_Hallmark_2020	IL-2/STAT5 Signaling	34/199	8.781215e-01	9.999960e-01	0	0	8.170603e-01	1.061936e-01	CDKN1C;ITIH5;AHNAK;NOP2;FGL2;RORA;PTH1R;SOCS2;SHE;IL1RL1;NFIL3;GLIPR2;CA2;PENK;NCS1;SCN9A;LRIG1;MAP6;CAPN3;DENND5A;PRNP;GABARAPL1;GADD45B;APLP1;FLT3LG;TRAF1;RHOB;TIAM1;AMACR;IRF4;SYT11;COL6A1;BCL2;IL18R1
MSigDB_Hallmark_2020	Adipogenesis	33/200	9.171378e-01	9.999960e-01	0	0	7.832362e-01	6.774802e-02	ITIH5;PHLDB1;HSPB8;LAMA4;PTGER3;UQCR11;MYLK;ACADL;DDT;ENPP2;STOM;SNCG;CD36;ABCA1;BCKDHA;ANGPT1;FZD4;GPX3;OMD;ADIPOQ;CIDEA;CYP4B1;LIFR;SORBS1;FABP4;RAB34;LEP;SSPN;SPARCL1;ITGA7;ANGPTL4;CD302;ALDOA
MSigDB_Hallmark_2020	UV Response Up	24/158	9.543151e-01	9.999960e-01	0	0	7.097877e-01	3.319064e-02	KCNH2;CDKN1C;RET;RRAD;GPX3;PLCL1;NTRK3;ASNS;TACR3;CCK;HSPA2;ENO2;RHOB;OLFM1;NR4A1;NXF1;HTR7;DLG4;CA2;CYP1A1;NPTXR;ALDOA;CDO1;SLC25A4
MSigDB_Hallmark_2020	Notch Signaling	3/32	9.693997e-01	9.999960e-01	0	0	4.105241e-01	1.275838e-02	FZD7;PSEN2;ST3GAL6
MSigDB_Hallmark_2020	Reactive Oxygen Species Pathway	5/49	9.795571e-01	9.999960e-01	0	0	4.507547e-01	9.310237e-03	PRNP;EGLN2;SRXN1;GPX3;FES
MSigDB_Hallmark_2020	Wnt-beta Catenin Signaling	4/42	9.800795e-01	9.999960e-01	0	0	4.175945e-01	8.402681e-03	WNT6;WNT5B;PSEN2;GNAI1
MSigDB_Hallmark_2020	Fatty Acid Metabolism	22/158	9.831133e-01	9.999960e-01	0	0	6.406691e-01	1.091121e-02	AOC3;GABARAPL1;ADSL;ADH1C;HPGD;CYP4A22;CYP4A11;CIDEA;ETFDH;MIF;ENO2;ADH7;INMT;ACADL;CA2;TP53INP2;ALDH1A1;CYP1A1;XIST;CD36;BMPR1B;ALDOA
MSigDB_Hallmark_2020	Androgen Response	12/100	9.883980e-01	9.999960e-01	0	0	5.403537e-01	6.305823e-03	AKAP12;HERC3;STEAP4;HPGD;HOMER2;ADAMTS1;ACTN1;PTPN21;HSD17B14;LIFR;BMPR1B;FKBP5
MSigDB_Hallmark_2020	Cholesterol Homeostasis	8/74	9.888782e-01	9.999960e-01	0	0	4.805001e-01	5.373943e-03	GSTM2;NFIL3;AVPR1A;ANTXR2;CLU;CPEB2;GNAI1;PNRC1
MSigDB_Hallmark_2020	Estrogen Response Late	28/200	9.903623e-01	9.999960e-01	0	0	6.442338e-01	6.239051e-03	RET;ST6GALNAC2;SLC24A3;HSPB8;PTGER3;NAB2;SERPINA5;SCUBE2;ZFP36;CYP26B1;PRKAR2B;CA2;GPER1;TPSAB1;CHST8;HOMER2;ABCA3;KRT13;NPY1R;ATP2B4;TIAM1;OLFM1;CCNA1;PCP4;BCL2;PGR;MAPT;FKBP5
MSigDB_Hallmark_2020	Apoptosis	21/161	9.929091e-01	9.999960e-01	0	0	5.937766e-01	4.225381e-03	GSTM1;GSN;GADD45B;DIABLO;GPX3;SATB1;PSEN2;AVPR1A;CFLAR;ENO2;CLU;DCN;RHOB;TGFBR3;CCNA1;DPYD;TIMP2;TIMP3;IGFBP6;NEFH;BCL2L2
MSigDB_Hallmark_2020	Estrogen Response Early	26/200	9.968699e-01	9.999960e-01	0	0	5.909703e-01	1.852725e-03	RET;SLC24A3;HSPB8;SLC7A2;CALB2;SYNGR1;CYP26B1;OLFML3;LRIG1;SH3BP5;ABCA3;KRT13;NPY1R;GFRA1;NAV2;REEP1;TIAM1;AR;OLFM1;TUBB2B;DLC1;MPPED2;BCL2;PGR;MAPT;FKBP5
MSigDB_Hallmark_2020	heme Metabolism	26/200	9.968699e-01	9.999960e-01	0	0	5.909703e-01	1.852725e-03	GYPC;EPB42;GYPE;HBB;SLC4A1;HBD;SLC30A10;NR3C1;FTCD;ADD2;AGPAT4;PSMD9;CA1;CA2;CLIC2;RBM5;TNS1;SNCA;ASNS;KAT2B;TAL1;TMCC2;RHAG;ACKR1;EZH1;ABCG2
MSigDB_Hallmark_2020	Pperoxisome	11/104	9.968877e-01	9.999960e-01	0	0	4.684296e-01	1.460180e-03	ABCD2;CADM1;DLG4;ABCC8;ABCC5;CRABP1;ALDH1A1;CACNA1B;UGT2B17;SLC25A4;RXRG
MSigDB_Hallmark_2020	PI3K/AKT/mTOR  Signaling	11/105	9.972698e-01	9.999960e-01	0	0	4.634171e-01	1.266938e-03	FGF17;MAPK10;TIAM1;PRKAA2;PRKCB;CAB39L;CSNK2B;ADCY2;RAF1;NGF;FGF22
MSigDB_Hallmark_2020	IL-6/JAK/STAT3 Signaling	8/87	9.982168e-01	9.999960e-01	0	0	4.011025e-01	7.158748e-04	CNTFR;IL1R1;IL10RB;ITGB3;LEPR;CD36;OSMR;IL18R1
