Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MSigDB_Hallmark_2020	Myc Targets V1	33/200	2.768479e-10	1.301185e-08	0	0	4.120910e+00	9.069116e+01	HDAC2;SET;SF3B3;MCM7;HNRNPU;HSPD1;EEF1B2;SYNCRIP;LDHA;SNRPD1;G3BP1;DHX15;USP1;HNRNPA1;EIF4E;NOP56;CCT2;HNRNPA3;SSB;NCBP1;CAD;EIF2S2;GNL3;XPOT;CANX;HNRNPA2B1;HNRNPD;SNRPG;UBA2;SNRPA1;HPRT1;HNRNPC;PABPC1
MSigDB_Hallmark_2020	E2F Targets	32/200	1.145705e-09	2.692406e-08	0	0	3.967659e+00	8.168317e+01	PRIM2;NUP205;NUP107;MCM7;PRKDC;CSE1L;AK2;SMC6;PDS5B;SMC3;PPM1D;SMC4;PNN;SYNCRIP;UBR7;CHEK1;EXOSC8;USP1;PMS2;NBN;LYAR;NOP56;RFC3;RFC1;ATAD2;NUP153;MLH1;MMS22L;RAD50;NASP;ZW10;HNRNPD
MSigDB_Hallmark_2020	Mitotic Spindle	23/199	6.361388e-05	9.966175e-04	0	0	2.694243e+00	2.603360e+01	ARFGEF1;DYNC1H1;RFC1;SMC3;SMC4;CKAP5;LRPPRC;DLG1;ALS2;APC;CENPJ;RASA1;CNTRL;ALMS1;RASA2;NF1;TLK1;CEP192;RICTOR;KNTC1;KIF20B;PCNT;SOS1
MSigDB_Hallmark_2020	G2-M Checkpoint	22/200	1.877990e-04	2.206638e-03	0	0	2.545097e+00	2.183728e+01	SLC12A2;PRIM2;YTHDC1;CUL3;ATRX;HNRNPU;ARID4A;PRPF4B;PDS5B;SMC4;SMC2;SYNCRIP;WRN;RBL1;NASP;SNRPD1;DKC1;CHEK1;G3BP1;HNRNPD;NUP98;KIF20B
MSigDB_Hallmark_2020	Protein Secretion	13/96	5.400051e-04	5.076048e-03	0	0	3.209998e+00	2.415180e+01	ARFGEF1;ARFGEF2;MON2;COPB1;USO1;ADAM10;AP3B1;STAM;RPS6KA3;GOLGA4;ZW10;ATP7A;SEC24D
MSigDB_Hallmark_2020	Unfolded Protein Response	11/113	1.719463e-02	1.235512e-01	0	0	2.203231e+00	8.952075e+00	HSPA9;NOP56;TTC37;XPOT;DKC1;FUS;SLC30A5;EXOSC9;EIF2AK3;DDX10;EIF4E
MSigDB_Hallmark_2020	Myc Targets V2	7/58	1.840125e-02	1.235512e-01	0	0	2.799588e+00	1.118530e+01	NOP56;PRMT3;MPHOSPH10;UTP20;WDR43;GNL3;HSPD1
MSigDB_Hallmark_2020	UV Response Dn	12/144	3.877063e-02	2.277774e-01	0	0	1.856330e+00	6.033245e+00	PHF3;DLG1;NIPBL;SCAF8;PLCB4;MIOS;YTHDC1;COL11A1;ATRX;RASA2;AGGF1;ATP2C1
MSigDB_Hallmark_2020	DNA Repair	11/150	9.560960e-02	4.992946e-01	0	0	1.613604e+00	3.787906e+00	POLB;DGUOK;POLA1;RFC3;PRIM1;POLR1C;UPF3B;ERCC8;ERCC5;HPRT1;UMPS
MSigDB_Hallmark_2020	TGF-beta Signaling	5/54	1.084470e-01	5.097008e-01	0	0	2.077088e+00	4.614238e+00	TGIF1;SMURF2;APC;XIAP;ARID4B
MSigDB_Hallmark_2020	mTORC1 Signaling	13/200	1.481358e-01	6.329439e-01	0	0	1.416951e+00	2.705846e+00	HSPA9;NUP205;USO1;EIF2S2;UCHL5;ACACA;HSPD1;CCT6A;LDHA;CANX;HPRT1;LTA4H;EEF1E1
MSigDB_Hallmark_2020	Fatty Acid Metabolism	9/158	3.245067e-01	9.999334e-01	0	0	1.228318e+00	1.382409e+00	LDHA;SUCLA2;OSTC;CCDC58;SMS;HSD17B4;NBN;XIST;PTS
MSigDB_Hallmark_2020	Hedgehog Signaling	2/36	5.090651e-01	9.999334e-01	0	0	1.194488e+00	8.064936e-01	RASA1;NF1
MSigDB_Hallmark_2020	PI3K/AKT/mTOR  Signaling	5/105	5.515022e-01	9.999334e-01	0	0	1.015043e+00	6.040615e-01	RPS6KA3;PIKFYVE;ARPC3;EIF4E;ACACA
MSigDB_Hallmark_2020	Wnt-beta Catenin Signaling	2/42	5.930219e-01	9.999334e-01	0	0	1.014995e+00	5.303590e-01	HDAC2;SKP2
MSigDB_Hallmark_2020	Glycolysis	9/200	5.995796e-01	9.999334e-01	0	0	9.560885e-01	4.890646e-01	LDHA;FUT8;PAXIP1;KIF2A;NASP;ZNF292;PHKA2;GALK2;SLC25A13
MSigDB_Hallmark_2020	Androgen Response	4/100	6.966168e-01	9.999334e-01	0	0	8.451426e-01	3.055358e-01	ELK4;RPS6KA3;SMS;SEC24D
MSigDB_Hallmark_2020	Oxidative Phosphorylation	8/200	7.271764e-01	9.999334e-01	0	0	8.444773e-01	2.690388e-01	HSPA9;LDHA;SUCLA2;OPA1;ABCB7;MTX2;NDUFB1;LRPPRC
MSigDB_Hallmark_2020	UV Response Up	6/158	7.570772e-01	9.999334e-01	0	0	8.000085e-01	2.226344e-01	EIF2S3;PPAT;PRPF3;HNRNPU;CDC5L;E2F5
MSigDB_Hallmark_2020	Spermatogenesis	5/135	7.652733e-01	9.999334e-01	0	0	7.795668e-01	2.085514e-01	SLC12A2;IFT88;NF2;TOPBP1;ZC3H14
MSigDB_Hallmark_2020	Bile Acid Metabolism	4/112	7.770042e-01	9.999334e-01	0	0	7.507625e-01	1.894245e-01	PEX7;NPC1;HSD17B4;PEX1
MSigDB_Hallmark_2020	Angiogenesis	1/36	8.231957e-01	9.999334e-01	0	0	5.795309e-01	1.127543e-01	PTK2
MSigDB_Hallmark_2020	Apical Junction	7/200	8.342555e-01	9.999334e-01	0	0	7.342614e-01	1.330596e-01	DLG1;CDH3;RASA1;NF1;ADAM9;NF2;PTK2
MSigDB_Hallmark_2020	KRAS Signaling Dn	7/200	8.342555e-01	9.999334e-01	0	0	7.342614e-01	1.330596e-01	FGGY;DTNB;VPS50;MSH5;CDKAL1;SLC29A3;SPTBN2
MSigDB_Hallmark_2020	Pperoxisome	3/104	8.719705e-01	9.999334e-01	0	0	6.016756e-01	8.242939e-02	CDK7;HSD17B4;PABPC1
