Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
WikiPathways_2024_Human	mRNA Processing WP411	31/125	1.251787e-14	5.971026e-12	0	0	6.888849e+00	2.205232e+02	SF3B3;DHX9;DDX1;SRP54;HNRNPU;PRPF8;EFTUD2;SNRPD1;PAPOLA;DHX15;HNRNPA1;SF3B1;RBM39;NCBP1;FUS;CPSF3;PRPF40A;DICER1;CDC40;PRPF6;HNRNPH1;PRPF3;XRN2;HNRNPA2B1;SNRPG;HNRNPD;SNRPE;SNRPA1;SREK1;SNRPF;HNRNPC
WikiPathways_2024_Human	DNA Repair Pathways Full Network WP4946	24/120	1.448943e-09	3.455730e-07	0	0	5.181694e+00	1.054601e+02	RFC3;DCLRE1C;GTF2H2C;FANCM;RFC1;PRKDC;FANCL;LIG4;FANCE;MLH1;PALB2;POLB;CDK7;WRN;RAD50;MSH3;CHEK1;USP1;PMS2;ERCC8;ERCC5;NBN;ERCC6;ATR
WikiPathways_2024_Human	DNA IR Damage And Cellular Response Via ATR WP4016	18/81	2.904618e-08	4.618342e-06	0	0	5.893594e+00	1.022797e+02	SMARCAL1;PRKDC;PPM1D;MLH1;PALB2;POLB;WRN;RAD50;RFWD3;TDP1;CHEK1;USP1;RBBP8;MDM2;TOPBP1;NBN;EEF1E1;ATR
WikiPathways_2024_Human	N Glycan Biosynthesis WP5153	14/57	2.673632e-07	3.188306e-05	0	0	6.693953e+00	1.013107e+02	ALG8;ALG6;RPN2;ALG5;ALG2;ALG13;ALG11;ALG10;DPM1;FUT8;RFT1;STT3A;MAN1B1;STT3B
WikiPathways_2024_Human	ATM Signaling In Development And Disease WP3878	11/47	8.475425e-06	8.085556e-04	0	0	6.264218e+00	7.315567e+01	RAD50;DCLRE1C;RIF1;PRKDC;CHEK1;RBBP8;NBN;CEP63;PPM1D;HMGN1;ATR
WikiPathways_2024_Human	Ciliopathies WP4803	22/184	5.466195e-05	4.345625e-03	0	0	2.798834e+00	2.746872e+01	INVS;IQCB1;C2CD3;USP9X;DNAH6;SCLT1;IFT80;RPGRIP1L;TOPORS;AHI1;TTLL5;TBC1D32;KIAA0586;CSPP1;TTC21B;TCTN2;TMEM67;XPNPEP3;ALMS1;CEP83;PIBF1;CEP290
WikiPathways_2024_Human	Primary Ovarian Insufficiency WP5461	18/136	6.826266e-05	4.651613e-03	0	0	3.137470e+00	3.009508e+01	EIF2B5;NUP107;FANCM;FANCL;FMR1;LIG4;HSD17B4;MLH1;HARS2;SPIDR;DIAPH2;DCAF17;WRN;SALL4;RFWD3;MSH5;NBN;ERCC6
WikiPathways_2024_Human	Prader Willi And Angelman Syndrome WP3998	15/102	8.091291e-05	4.824433e-03	0	0	3.540454e+00	3.335864e+01	NUP214;RANBP2;NUP205;AHCTF1;NUP107;NUP155;FMR1;NUP153;NUP160;NUP85;TPR;MDM2;NUP35;NUP98;EIF4E
WikiPathways_2024_Human	DDX1 As A Regulatory Component Of The Drosha Microprocessor WP2942	4/7	1.507833e-04	7.991514e-03	0	0	2.717718e+01	2.391502e+02	RAD50;DDX1;DROSHA;NBN
WikiPathways_2024_Human	Joubert Syndrome WP4656	12/76	2.069739e-04	9.834680e-03	0	0	3.842435e+00	3.259506e+01	INVS;AHI1;RAD50;KIAA0586;CSPP1;TCTN2;TMEM67;MYO6;RPGRIP1L;PCNT;CEP290;PIBF1
WikiPathways_2024_Human	Cytoplasmic Ribosomal Proteins WP477	13/88	2.267956e-04	9.834680e-03	0	0	3.553895e+00	2.982237e+01	RPL32;RPL21;RPL11;RPL36A;RPL23A;RPL9;RPS4X;RPS6KA3;RPS17;RPS19;RPL27A;RPS27A;RPS24
WikiPathways_2024_Human	Endoderm Differentiation WP2853	17/140	3.087513e-04	1.227286e-02	0	0	2.838880e+00	2.294659e+01	CTR9;PHF6;ACACA;CDC73;LRPPRC;ELK4;APC;RFX7;UBR5;DNMT3B;TAF4B;CEBPZ;HPRT1;PABPC1;ASCC3;NAA15;BPTF
WikiPathways_2024_Human	Translation Factors WP107	9/50	4.708675e-04	1.727722e-02	0	0	4.489378e+00	3.439283e+01	EEF1B2;EEF1G;EIF2B5;EIF2S3;EIF2AK3;PABPC1;EIF2S2;EIF4E;EIF3A
WikiPathways_2024_Human	Non Homologous End Joining WP438	4/10	8.075345e-04	2.751386e-02	0	0	1.358645e+01	9.675626e+01	WRN;DCLRE1C;PRKDC;LIG4
WikiPathways_2024_Human	Glycosylation And Related Congenital Defects WP4521	6/25	8.654505e-04	2.752132e-02	0	0	6.445084e+00	4.545241e+01	DPM1;ALG8;ALG6;ALG2;ALG13;ALG11
