Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2025	RNA Processing (GO:0006396)	55/291	5.408126e-19	1.410439e-15	0	0	4.962876e+00	2.087446e+02	TCERG1;FASTKD2;NVL;CHD8;HNRNPU;TSEN2;SYNCRIP;RPS17;RPS19;DHX15;MTPAP;WDR36;NCBP1;DIS3;NSUN2;DDX10;DNTTIP2;PRPF6;HNRNPH1;DKC1;PRPF3;XRN2;SNRPG;RP9;SNRPA1;PPIG;SNRPF;ZCCHC8;SF3B3;RPL11;NOL8;PRPF8;EXOSC9;EXOSC8;UTP20;EXOSC3;LYAR;SF3B1;DCAF13;NOP56;RBM39;NOP58;SSB;FUS;INTS2;SETX;SON;HNRNPA2B1;HNRNPD;MPHOSPH10;ESF1;CDK12;HNRNPC;INTS6;RPS24
GO_Biological_Process_2025	Ribosome Biogenesis (GO:0042254)	38/161	7.587795e-17	9.894485e-14	0	0	6.493634e+00	2.410268e+02	LTV1;NVL;WDR3;HEATR1;RPL11;NAT10;NOL8;RPF2;WDR43;RPS4X;RPS17;RPS19;BMS1;EXOSC9;HEATR3;UTP20;RIOK2;RIOK1;EXOSC3;RPS27A;LYAR;DCAF13;NOP56;WDR36;NOP58;UTP6;DIS3;DDX10;DNTTIP2;WDR75;WDR12;UTP18;DKC1;XRN2;ZNF658;MPHOSPH10;ESF1;RPS24
GO_Biological_Process_2025	rRNA Processing (GO:0006364)	29/110	1.597049e-14	1.388368e-11	0	0	7.467372e+00	2.372237e+02	PRKDC;NVL;WDR3;MAK16;RPL11;NAT10;NOL8;RPS17;RPS19;EXOSC9;UTP20;RIOK2;RIOK1;EXOSC3;LYAR;DCAF13;NOP56;WDR36;NOP58;DIS3;DDX10;DDX52;DKC1;XRN2;MPHOSPH10;ESF1;SRFBP1;NOL11;RPS24
GO_Biological_Process_2025	Ribosomal Small Subunit Biogenesis (GO:0042274)	25/85	6.677954e-14	4.354026e-11	0	0	8.662017e+00	2.627829e+02	LTV1;WDR3;HEATR1;NAT10;WDR43;RPS4X;RPS17;RPS19;BMS1;RIOK2;UTP20;RIOK1;RPS27A;NOP56;WDR36;NOP58;UTP6;DNTTIP2;WDR75;DDX52;UTP18;MPHOSPH10;SRFBP1;NOL11;RPS24
GO_Biological_Process_2025	Ribonucleoprotein Complex Biogenesis (GO:0022613)	28/120	1.216750e-12	6.346569e-10	0	0	6.337183e+00	1.738596e+02	LTV1;NVL;WDR3;HEATR1;RPL11;NAT10;RPF2;WDR43;RPS4X;RPS17;RPS19;BMS1;HEATR3;UTP20;RIOK2;RIOK1;RPS27A;NOP56;WDR36;NOP58;UTP6;DNTTIP2;WDR75;WDR12;UTP18;ZNF658;MPHOSPH10;RPS24
GO_Biological_Process_2025	DNA Repair (GO:0006281)	45/302	6.106917e-12	2.554093e-09	0	0	3.682919e+00	9.509885e+01	SMARCAL1;SETD2;RNASEH2B;GTF2H2C;DCLRE1C;PRKDC;FMR1;DDX1;ZBTB1;PARK7;PDS5B;PDS5A;WRN;CHEK1;RBBP8;PMS2;TOPBP1;ASCC3;PMS1;SLC30A9;USP7;RFC3;FANCM;USP9X;FANCL;SMARCA5;HUWE1;LIG4;MLH1;FANCE;APTX;MLH3;TICRR;SETX;POLA1;RAD51D;RAD50;MSH3;TDP1;RFWD3;PSME4;ERCC8;ERCC5;DNA2;ERCC6
GO_Biological_Process_2025	mRNA Processing (GO:0006397)	38/226	6.855311e-12	2.554093e-09	0	0	4.233913e+00	1.088369e+02	ZCCHC8;TCERG1;SF3B3;DDX46;YTHDC1;CHD8;HNRNPU;PPWD1;PRPF8;CDC73;EFTUD2;PNN;SYNCRIP;DHX15;PAPOLA;HNRNPA1;SF3B1;AQR;HNRNPA3;NCBP1;NSUN2;CPSF3;CDC5L;PRPF40A;CDC40;PRPF6;SON;HNRNPH1;PRPF3;FRG1;HNRNPA2B1;SNRPG;SNRPE;SNRPA1;HNRNPC;PABPC1;SNRPF;SNRNP200
GO_Biological_Process_2025	Gene Expression (GO:0010467)	51/381	1.468383e-11	4.575766e-09	0	0	3.259900e+00	8.131583e+01	HBS1L;SMG1;NUP107;RPL32;FASTKD2;FMR1;HNRNPU;RPL9;RPS4X;SYNCRIP;RPS17;RPS19;NUP214;RPL21;NCBP1;DIS3;DNTTIP2;THOC2;TOPORS;THOC7;HNRNPH1;DKC1;XRN2;PTMA;ZCCHC8;YTHDC1;RPL11;SRBD1;RPL36A;NUP160;HSPD1;TAF1B;NUP85;EXOSC9;EXOSC8;TPR;TASP1;EXOSC3;RPS27A;EIF4E;RBM39;RPL23A;SETX;PIKFYVE;POLR3A;RPL27A;HNRNPA2B1;HNRNPD;MPHOSPH10;RPS24;FARSB
GO_Biological_Process_2025	RNA Export From Nucleus (GO:0006405)	20/67	1.579060e-11	4.575766e-09	0	0	8.804204e+00	2.189747e+02	NUP214;SMG1;NUP107;SSB;NCBP1;NUP155;YTHDC1;FMR1;NUP153;THOC2;THOC7;NUP160;XPOT;NUP85;XPO5;TPR;HNRNPA2B1;NUP98;HNRNPA1;EIF4E
GO_Biological_Process_2025	RNA Biosynthetic Process (GO:0032774)	27/128	3.795035e-11	9.897452e-09	0	0	5.557582e+00	1.333527e+02	ZCCHC8;PRIM2;FASTKD2;PRIM1;HNRNPU;SYNCRIP;HELB;TAF1B;EXOSC9;EXOSC8;SMN1;EXOSC3;RBM39;TBP;DIS3;SMARCA5;DNTTIP2;TOPORS;SETX;POLA1;POLR3A;DKC1;HNRNPH1;XRN2;HNRNPD;MPHOSPH10;PTMA
GO_Biological_Process_2025	mRNA Splicing, via Spliceosome (GO:0000398)	35/211	6.860146e-11	1.626478e-08	0	0	4.154358e+00	9.722323e+01	ZCCHC8;SF3B3;DDX46;DHX9;YTHDC1;DDX1;HNRNPU;PPWD1;PRPF8;EFTUD2;PNN;SYNCRIP;DHX15;SMN1;HNRNPA1;SF3B1;ZC3H14;HNRNPA3;NCBP1;CDC5L;PRPF40A;CDC40;PRPF6;HNRNPH1;PRPF3;FRG1;HNRNPA2B1;SNRPG;SRFBP1;SNRPE;SNRPA1;HNRNPC;PABPC1;SNRPF;SNRNP200
GO_Biological_Process_2025	rRNA Metabolic Process (GO:0016072)	23/98	1.098525e-10	2.387461e-08	0	0	6.356303e+00	1.457620e+02	NOP56;WDR36;NOP58;NIFK;NVL;DIS3;HEATR1;RPL11;DDX10;NOL8;RPS17;RPS19;XRN1;DKC1;EXOSC9;XRN2;EXOSC8;ESF1;UTP20;EXOSC3;LYAR;RPS24;DCAF13
GO_Biological_Process_2025	RNA Splicing, via Transesterification Reactions With Bulged Adenosine as Nucleophile (GO:0000377)	30/171	3.887082e-10	7.798085e-08	0	0	4.428528e+00	9.595819e+01	ZCCHC8;SF3B3;DDX46;YTHDC1;HNRNPU;PPWD1;PRPF8;EFTUD2;PNN;SYNCRIP;DHX15;HNRNPA1;SF3B1;HNRNPA3;NCBP1;CDC5L;PRPF40A;CDC40;PRPF6;HNRNPH1;PRPF3;FRG1;HNRNPA2B1;SNRPG;SNRPE;SNRPA1;SNRPF;HNRNPC;PABPC1;SNRNP200
GO_Biological_Process_2025	Protein N-linked Glycosylation via Asparagine (GO:0018279)	14/37	5.105573e-10	9.510953e-08	0	0	1.252794e+01	2.680418e+02	ALG8;ALG6;ALG5;ALG2;ALG13;ALG11;DPM1;FUT8;OSTC;RFT1;STT3A;STT3B;UGGT2;UGGT1
GO_Biological_Process_2025	Maturation of SSU-rRNA (GO:0030490)	14/38	7.736031e-10	1.345038e-07	0	0	1.200532e+01	2.518711e+02	UTP6;WDR3;HEATR1;NAT10;DDX52;WDR43;RPS19;MPHOSPH10;RIOK2;NOL10;SRFBP1;RIOK1;NOL11;DCAF13
GO_Biological_Process_2025	Nucleocytoplasmic Transport (GO:0006913)	15/50	5.109161e-09	8.327932e-07	0	0	8.824675e+00	1.684827e+02	NUP214;RANBP2;AHCTF1;NUP205;NUP107;ANP32A;NUP155;NUP153;NUP160;NEMF;NUP85;TPR;NUP35;NUP98;HNRNPA1
