Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Spliceosome	32/150	4.249872e-13	6.457064e-11	0	0	5.663820e+00	1.613436e+02	TCERG1;RBM25;SF3B3;DDX46;HNRNPU;PRPF8;EFTUD2;SNRPD1;MAGOH;DHX15;HNRNPA1;SF3B1;AQR;PRPF38B;HNRNPA3;NCBP1;FUS;CDC5L;PRPF40A;THOC2;CDC40;U2SURP;PRPF6;PRPF3;SNRPG;SNRPE;RP9;SNRPA1;SNRPF;HNRNPC;SNRNP200;HSPA1A
KEGG_2021_Human	Ribosome biogenesis in eukaryotes	27/108	5.207310e-13	6.457064e-11	0	0	6.937135e+00	1.962067e+02	RBM28;POP1;NVL;WDR3;HEATR1;NAT10;SPATA5;WDR43;BMS1;DROSHA;RIOK2;RIOK1;UTP14A;MDN1;RMRP;NOP56;WDR36;NOP58;UTP6;WDR75;GNL2;UTP18;GNL3;XRN1;DKC1;XRN2;MPHOSPH10
KEGG_2021_Human	Herpes simplex virus 1 infection	59/498	5.948127e-11	4.917118e-09	0	0	2.844010e+00	6.696324e+01	ZNF573;ZNF253;ZNF43;ZNF808;ZNF41;ZNF845;ZNF766;ZNF765;ZNF600;ZNF721;ZNF841;ZNF443;ZNF564;ZNF486;ZNF563;ZNF761;ZNF484;ZNF680;CHUK;ZNF91;ZNF717;ZNF93;ZNF836;ZNF714;ZNF799;ZNF780A;ZNF675;ZNF234;ZNF674;ZNF431;ZNF595;ZNF430;ZNF551;ZNF708;ZNF749;ZNF429;ZNF506;ZNF107;ZNF701;ZNF700;ZNF468;ZNF267;ZNF860;ZNF100;EIF2B5;ZNF782;ZNF460;EIF2AK3;EIF2AK4;ZNF33B;ZNF33A;ZNF816;ZNF737;ZNF814;ZNF417;ZNF813;ZNF658;ZNF611;ZNF850
KEGG_2021_Human	RNA transport	30/186	3.108534e-09	1.927291e-07	0	0	3.999535e+00	7.834734e+01	NUP205;NUP107;POP1;FMR1;NUP160;PNN;NUP85;TGS1;MAGOH;TPR;XPO5;SMN1;EIF4E;NUP214;EIF2B5;RANBP2;NUP155;NCBP1;FUS;UPF3B;NUP153;THOC2;EIF2S2;THOC7;EIF2S3;XPOT;NUP35;NUP98;PABPC1;EIF3A
KEGG_2021_Human	N-Glycan biosynthesis	13/50	3.489108e-07	1.730597e-05	0	0	7.218259e+00	1.073243e+02	ALG8;ALG6;RPN2;ALG5;ALG2;ALG13;ALG11;ALG10;DPM1;FUT8;STT3A;MAN1B1;STT3B
KEGG_2021_Human	RNA degradation	15/79	3.419833e-06	1.413531e-04	0	0	4.818638e+00	6.064699e+01	HSPA9;TTC37;ZCCHC7;PNPT1;DIS3;HSPD1;PAN3;XRN1;CNOT1;EXOSC9;XRN2;DHX36;EXOSC8;PABPC1;EXOSC3
KEGG_2021_Human	Various types of N-glycan biosynthesis	10/39	9.093087e-06	3.221551e-04	0	0	7.064326e+00	8.200267e+01	FUT8;RPN2;HEXB;HEXA;ALG2;STT3A;ALG13;ALG11;MAN1B1;STT3B
KEGG_2021_Human	DNA replication	8/36	2.144071e-04	6.646620e-03	0	0	5.841031e+00	4.934289e+01	PRIM2;POLA1;RNASEH2B;RFC3;MCM7;RFC1;PRIM1;DNA2
KEGG_2021_Human	Mismatch repair	6/23	5.345791e-04	1.473062e-02	0	0	7.204085e+00	5.427580e+01	RFC3;RFC1;MSH3;PMS2;MLH1;MLH3
KEGG_2021_Human	mRNA surveillance pathway	13/98	6.596389e-04	1.635904e-02	0	0	3.134138e+00	2.295386e+01	HBS1L;SMG1;NCBP1;FUS;CPSF3;UPF3B;PNN;FIP1L1;PCF11;PAPOLG;MAGOH;PAPOLA;PABPC1
