Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MSigDB_Hallmark_2020	UV Response Up	13/158	2.593990e-01	9.999955e-01	0	0	1.252939e+00	1.690701e+00	CDKN1C;CNP;WIZ;RHOB;RXRB;STK25;CREG1;BSG;POLE3;MGAT1;PRKACA;NPTXR;ATP6V1F
MSigDB_Hallmark_2020	Wnt-beta Catenin Signaling	4/42	3.085934e-01	9.999955e-01	0	0	1.469581e+00	1.727832e+00	FZD1;FRAT1;DVL2;GNAI1
MSigDB_Hallmark_2020	Reactive Oxygen Species Pathway	4/49	4.169632e-01	9.999955e-01	0	0	1.240513e+00	1.085148e+00	CDKN2D;PRDX2;STK25;PRDX6
MSigDB_Hallmark_2020	Myogenesis	14/200	4.702532e-01	9.999955e-01	0	0	1.050352e+00	7.924740e-01	CFD;ACHE;SORBS3;SOD3;OCEL1;GNAO1;EFS;FXYD1;FKBP1B;SSPN;BDKRB2;MAPRE3;MEF2D;SH2B1
MSigDB_Hallmark_2020	Apical Surface	3/44	5.717533e-01	9.999955e-01	0	0	1.020608e+00	5.705688e-01	MAL;CX3CL1;TMEM8B
MSigDB_Hallmark_2020	heme Metabolism	13/200	5.838329e-01	9.999955e-01	0	0	9.693270e-01	5.216340e-01	RBM38;KHNYN;PIGQ;GLRX5;GDE1;UBAC1;ALAD;PRDX2;BSG;BLVRB;YPEL5;LRP10;NFE2L1
MSigDB_Hallmark_2020	Notch Signaling	2/32	6.409170e-01	9.999955e-01	0	0	9.297405e-01	4.136001e-01	FZD1;ARRB1
MSigDB_Hallmark_2020	DNA Repair	9/150	6.798692e-01	9.999955e-01	0	0	8.895346e-01	3.432313e-01	POLD4;ZNF707;BRF2;GUK1;POLR2E;VPS37D;NME3;POLL;NME4
MSigDB_Hallmark_2020	p53 Pathway	12/200	6.932606e-01	9.999955e-01	0	0	8.892847e-01	3.257889e-01	HEXIM1;CSRNP2;SERTAD3;RAP2B;RXRA;ABHD4;RAB40C;NINJ1;NUPR1;BLCAP;PHLDA3;MXD4
MSigDB_Hallmark_2020	Interferon Alpha Response	5/97	7.854308e-01	9.999955e-01	0	0	7.571186e-01	1.828615e-01	RSAD2;CNP;DHX58;TRIM26;TMEM140
MSigDB_Hallmark_2020	Complement	10/200	8.678810e-01	9.999955e-01	0	0	7.320862e-01	1.037371e-01	RABIF;GNG2;CSRP1;SRC;KCNIP3;TIMP2;CALM3;GRB2;SIRT6;CALM1
MSigDB_Hallmark_2020	Protein Secretion	4/96	8.916044e-01	9.999955e-01	0	0	6.052409e-01	6.944095e-02	NAPA;SSPN;SEC22B;VAMP3
MSigDB_Hallmark_2020	Coagulation	6/138	9.063170e-01	9.999955e-01	0	0	6.323369e-01	6.220052e-02	CFD;RABIF;CSRP1;PEF1;CRIP2;GNG12
MSigDB_Hallmark_2020	Hedgehog Signaling	1/36	9.175025e-01	9.999955e-01	0	0	3.980553e-01	3.427253e-02	ACHE
MSigDB_Hallmark_2020	Angiogenesis	1/36	9.175025e-01	9.999955e-01	0	0	3.980553e-01	3.427253e-02	LRPAP1
MSigDB_Hallmark_2020	TNF-alpha Signaling via NF-kB	9/200	9.245662e-01	9.999955e-01	0	0	6.548994e-01	5.136418e-02	PER1;SNN;MARCKS;CEBPD;TNIP2;NINJ1;KLF9;EIF1;RHOB
MSigDB_Hallmark_2020	Apical Junction	9/200	9.245662e-01	9.999955e-01	0	0	6.548994e-01	5.136418e-02	CLDN5;CADM3;RRAS;SRC;SDC3;SORBS3;CX3CL1;GNAI1;TMEM8B
MSigDB_Hallmark_2020	PI3K/AKT/mTOR  Signaling	4/105	9.269879e-01	9.999955e-01	0	0	5.510413e-01	4.177707e-02	DUSP3;AKT1S1;PIN1;GRB2
MSigDB_Hallmark_2020	Mitotic Spindle	8/199	9.599921e-01	9.999955e-01	0	0	5.816951e-01	2.375076e-02	SUN2;MARCKS;CDC42EP4;MID1IP1;NCK2;DYNLL2;MAP3K11;BCAR1
MSigDB_Hallmark_2020	Estrogen Response Early	8/200	9.614681e-01	9.999955e-01	0	0	5.786341e-01	2.273676e-02	SYNGR1;KDM4B;FAM102A;IGFBP4;SIAH2;ITPK1;ASB13;BLVRB
MSigDB_Hallmark_2020	Xenobiotic Metabolism	8/200	9.614681e-01	9.999955e-01	0	0	5.786341e-01	2.273676e-02	MPP2;SERTAD1;IGFBP4;DDAH2;NINJ1;ATOH8;BLVRB;BCAR1
MSigDB_Hallmark_2020	TGF-beta Signaling	1/54	9.763448e-01	9.999955e-01	0	0	2.626127e-01	6.286807e-03	CDKN1C
MSigDB_Hallmark_2020	Adipogenesis	7/200	9.826942e-01	9.999955e-01	0	0	5.032758e-01	8.785820e-03	RNF11;UCK1;NDUFB7;SOWAHC;SSPN;SNCG;ABCB8
MSigDB_Hallmark_2020	Estrogen Response Late	7/200	9.826942e-01	9.999955e-01	0	0	5.032758e-01	8.785820e-03	CHST8;FAM102A;IGFBP4;SIAH2;ITPK1;BLVRB;EMP2
MSigDB_Hallmark_2020	Apoptosis	5/161	9.852658e-01	9.999955e-01	0	0	4.449670e-01	6.605003e-03	DFFA;GPX1;TIMP2;BCL2L2;RHOB
MSigDB_Hallmark_2020	Androgen Response	2/100	9.920665e-01	9.999955e-01	0	0	2.835757e-01	2.258719e-03	SPCS3;NKX3-1
MSigDB_Hallmark_2020	Oxidative Phosphorylation	6/200	9.933137e-01	9.999955e-01	0	0	4.288103e-01	2.876768e-03	CYB5R3;NDUFB7;MPC1;MRPL34;SLC25A11;ATP6V1F
MSigDB_Hallmark_2020	Cholesterol Homeostasis	1/74	9.941028e-01	9.999955e-01	0	0	1.904591e-01	1.126501e-03	GNAI1
MSigDB_Hallmark_2020	Spermatogenesis	3/135	9.951139e-01	9.999955e-01	0	0	3.154580e-01	1.545153e-03	SHE;PCSK1N;IP6K1
MSigDB_Hallmark_2020	Unfolded Protein Response	2/113	9.964207e-01	9.999955e-01	0	0	2.501888e-01	8.971007e-04	ZBTB17;SPCS3
MSigDB_Hallmark_2020	UV Response Dn	3/144	9.970647e-01	9.999955e-01	0	0	2.951789e-01	8.677001e-04	ARHGEF9;RXRA;IGFBP5
MSigDB_Hallmark_2020	IL-6/JAK/STAT3 Signaling	1/87	9.976101e-01	9.999955e-01	0	0	1.615557e-01	3.865674e-04	GRB2
MSigDB_Hallmark_2020	IL-2/STAT5 Signaling	5/199	9.977275e-01	9.999955e-01	0	0	3.570738e-01	8.123561e-04	CDKN1C;SHE;RNH1;PRAF2;RHOB
MSigDB_Hallmark_2020	G2-M Checkpoint	5/200	9.978407e-01	9.999955e-01	0	0	3.552234e-01	7.678573e-04	PURA;MARCKS;CHMP1A;CBX1;FOXN3
MSigDB_Hallmark_2020	Interferon Gamma Response	5/200	9.978407e-01	9.999955e-01	0	0	3.552234e-01	7.678573e-04	EIF4E3;RSAD2;DHX58;SSPN;TRIM26
MSigDB_Hallmark_2020	Glycolysis	5/200	9.978407e-01	9.999955e-01	0	0	3.552234e-01	7.678573e-04	CHST12;ARTN;SDC3;B3GALT6;NOL3
MSigDB_Hallmark_2020	Fatty Acid Metabolism	3/158	9.986877e-01	9.999955e-01	0	0	2.683146e-01	3.523425e-04	ALAD;TP53INP2;PRDX6
MSigDB_Hallmark_2020	Pperoxisome	1/104	9.992658e-01	9.999955e-01	0	0	1.347677e-01	9.898808e-05	PEX11B
MSigDB_Hallmark_2020	Hypoxia	4/200	9.994394e-01	9.999955e-01	0	0	2.825016e-01	1.584165e-04	CDKN1C;SIAH2;SDC3;B3GALT6
MSigDB_Hallmark_2020	KRAS Signaling Up	4/200	9.994394e-01	9.999955e-01	0	0	2.825016e-01	1.584165e-04	TMEM100;PCSK1N;TMEM158;CBR4
MSigDB_Hallmark_2020	KRAS Signaling Dn	4/200	9.994394e-01	9.999955e-01	0	0	2.825016e-01	1.584165e-04	SNN;RSAD2;ASB7;SLC25A23
MSigDB_Hallmark_2020	Bile Acid Metabolism	1/112	9.995781e-01	9.999955e-01	0	0	1.250008e-01	5.275451e-05	RXRA
MSigDB_Hallmark_2020	mTORC1 Signaling	3/200	9.998884e-01	9.999955e-01	0	0	2.106314e-01	2.350989e-05	MLLT11;IGFBP5;NUPR1
MSigDB_Hallmark_2020	Inflammatory Response	3/200	9.998884e-01	9.999955e-01	0	0	2.106314e-01	2.350989e-05	PTGIR;CX3CL1;BEST1
MSigDB_Hallmark_2020	Myc Targets V1	2/200	9.999824e-01	9.999955e-01	0	0	1.395996e-01	2.455113e-06	POLE3;EIF4H
MSigDB_Hallmark_2020	Epithelial Mesenchymal Transition	2/200	9.999824e-01	9.999955e-01	0	0	1.395996e-01	2.455113e-06	IGFBP4;RHOB
MSigDB_Hallmark_2020	E2F Targets	1/200	9.999955e-01	9.999955e-01	0	0	6.939334e-02	3.148396e-07	NAA38
MSigDB_Hallmark_2020	Allograft Rejection	1/200	9.999955e-01	9.999955e-01	0	0	6.939334e-02	3.148396e-07	ACHE
