Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Cholinergic synapse	15/113	8.917838e-04	2.327556e-01	0	0	2.768175e+00	1.943892e+01	CHRNB4;CHRNA3;PIK3R2;GNAI1;ADCY5;SLC5A7;GNG10;GNG2;GNG5;GNA11;GNG7;KCNQ4;GNG8;CAMK2G;SLC18A3
KEGG_2021_Human	Apelin signaling pathway	15/137	5.930245e-03	7.738970e-01	0	0	2.220784e+00	1.138749e+01	PRKAB2;MEF2B;GABARAP;GNAI1;MYLK;SLC8A2;ADCY5;GNG10;GNG2;RRAS;GNG5;GNG7;GNG8;CALM1;MEF2D
KEGG_2021_Human	Retrograde endocannabinoid signaling	15/148	1.178137e-02	8.179634e-01	0	0	2.035920e+00	9.042000e+00	NDUFA13;NDUFB8;NDUFA7;NDUFA11;GNAI1;ADCY5;GNG10;GNG2;NDUFS7;GNG5;CNR1;GNG7;GNG8;SLC17A7;NDUFV2
KEGG_2021_Human	Circadian entrainment	11/97	1.332210e-02	8.179634e-01	0	0	2.305872e+00	9.957517e+00	ADCYAP1R1;GNG10;GNG2;GNG5;GNG7;GNG8;CALM1;CAMK2G;CACNA1H;GNAI1;ADCY5
KEGG_2021_Human	cGMP-PKG signaling pathway	16/167	1.566980e-02	8.179634e-01	0	0	1.912781e+00	7.949557e+00	MEF2B;BAD;ATP1A2;GNAI1;MYLK;SLC8A2;NFATC4;ADCY5;PLN;KCNMB1;GNA11;KCNMA1;PDE5A;CALM1;MYL9;MEF2D
KEGG_2021_Human	cAMP signaling pathway	19/216	2.072630e-02	9.015941e-01	0	0	1.741801e+00	6.751835e+00	ADCYAP1R1;GABBR1;BAD;PTGER3;PDE4C;PIK3R2;ATP1A2;GNAI1;ADCY5;POMC;PLN;RRAS;ADORA2A;FXYD1;CNGA3;CALM1;VIP;MYL9;CAMK2G
KEGG_2021_Human	Oxytocin signaling pathway	14/154	3.374099e-02	9.999924e-01	0	0	1.802780e+00	6.109698e+00	PRKAB2;PLA2G4B;GNAI1;MYLK;NFATC4;ADCY5;CACNB1;MAPK7;CAMK1;CALM1;PPP1R12B;MYL9;PPP1R12C;CAMK2G
KEGG_2021_Human	Glutamatergic synapse	11/114	3.874666e-02	9.999924e-01	0	0	1.923555e+00	6.252922e+00	GNG10;GNG2;GNG5;GRIK5;PLA2G4B;GNG7;GRIK3;GNG8;SLC17A7;GNAI1;ADCY5
KEGG_2021_Human	Melanogenesis	10/101	4.081838e-02	9.999924e-01	0	0	1.978652e+00	6.328960e+00	FZD1;POMC;WNT6;KITLG;FZD7;WNT9A;CALM1;CAMK2G;GNAI1;ADCY5
KEGG_2021_Human	GABAergic synapse	9/89	4.530504e-02	9.999924e-01	0	0	2.024893e+00	6.265700e+00	GNG10;GABBR1;GNG2;GNG5;GNG7;GNG8;GABARAP;GNAI1;ADCY5
KEGG_2021_Human	Vascular smooth muscle contraction	12/133	4.919391e-02	9.999924e-01	0	0	1.786263e+00	5.380198e+00	PPP1R14A;ADORA2A;KCNMB1;PLA2G4B;GNA11;KCNMA1;CALM1;PPP1R12B;MYL9;PPP1R12C;MYLK;ADCY5
KEGG_2021_Human	Morphine addiction	9/91	5.097718e-02	9.999924e-01	0	0	1.975296e+00	5.879225e+00	GNG10;GABBR1;GNG2;GNG5;GNG7;PDE4C;GNG8;GNAI1;ADCY5
KEGG_2021_Human	Glycosaminoglycan biosynthesis	6/53	5.973903e-02	9.999924e-01	0	0	2.295200e+00	6.467346e+00	NDST2;EXTL2;CHST12;UST;B3GALT6;ST3GAL3
