Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MSigDB_Hallmark_2020	Inflammatory Response	48/200	3.788489e-02	9.999961e-01	0	0	1.371375e+00	4.488789e+00	CXCL6;IFITM1;CXCL9;CXCL8;AQP9;SERPINE1;HPN;KCNA3;ICAM1;BEST1;ADGRE1;CCL7;IRAK2;MYC;LAMP3;P2RY2;CLEC5A;IL12B;PROK2;OLR1;NLRP3;FFAR2;TIMP1;CCL17;ROS1;IL10;CCL24;PTGIR;CCL22;CCL20;CD70;TNFRSF9;OSM;INHBA;EREG;BST2;IL1A;CXCL10;CXCL11;SELL;IL1B;TNFSF9;CD48;LCP2;ITGA5;SLC28A2;MET;LY6E
MSigDB_Hallmark_2020	Coagulation	33/138	7.743910e-02	9.999961e-01	0	0	1.363312e+00	3.487712e+00	SERPINE1;HPN;PLEK;CTSV;KLK8;C2;CPN1;COMP;C3;THBD;PLAU;HNF4A;OLR1;TIMP1;CTSE;LEFTY2;SERPINB2;MMP7;VWF;MMP1;F12;TFPI2;MMP3;FN1;MMP8;MMP9;MMP10;MMP11;APOC2;APOC1;SERPING1;CFB;PF4
MSigDB_Hallmark_2020	TNF-alpha Signaling via NF-kB	43/200	1.823479e-01	9.999961e-01	0	0	1.187427e+00	2.020810e+00	CXCL6;CEBPB;CSF2;PFKFB3;BCL2A1;CD80;SERPINE1;PLEK;CXCL1;CXCL3;AREG;CXCL2;ICAM1;SOCS3;CCND1;PLAU;MYC;KYNU;CCL4;IL12B;OLR1;PHLDA2;JUNB;PHLDA1;IER3;DUSP4;EGR1;DUSP2;SERPINB2;LAMB3;DUSP1;CCL20;TNFRSF9;G0S2;FOS;INHBA;IL1A;CXCL10;CXCL11;IL23A;IL1B;TNFSF9;SIK1
MSigDB_Hallmark_2020	G2-M Checkpoint	43/200	1.823479e-01	9.999961e-01	0	0	1.187427e+00	2.020810e+00	TROAP;HMGB3;SMC4;CENPA;AURKB;KIF15;CKS1B;CHAF1A;ORC6;PTTG1;CCND1;EXO1;MYC;CHEK1;PBK;E2F1;RAD54L;NEK2;MYBL2;BUB1;SLC12A2;GINS2;UBE2C;EGF;HMGA1;KIF23;NDC80;TPX2;SQLE;SLC7A5;CENPE;UCK2;DBF4;INCENP;DKC1;UBE2S;CKS2;TACC3;CDK1;KIF20B;PTTG3P;MAD2L1;CDKN3
MSigDB_Hallmark_2020	Estrogen Response Late	41/200	2.905544e-01	9.999961e-01	0	0	1.117215e+00	1.380838e+00	SERPINA3;CLIC3;TMPRSS3;SNX10;LAMC2;AREG;CCND1;TRIM29;MYB;AGR2;PLAC1;SFN;MEST;GINS2;ST14;DUSP2;OPN3;TFPI2;SORD;LSR;FOS;KLK10;DHRS2;PRLR;KLK11;ASS1;BATF;SULT2B1;SLC7A5;GALE;TSPAN13;TH;FABP5;GJB3;NMU;TFF3;TFF1;HPRT1;KIF20A;PKP3;FRK
MSigDB_Hallmark_2020	E2F Targets	41/200	2.905544e-01	9.999961e-01	0	0	1.117215e+00	1.380838e+00	CDCA3;DSCC1;HMGB3;SMC4;AURKB;CKS1B;PSMC3IP;RAD51AP1;ORC6;PTTG1;CHEK2;MYC;CHEK1;MYBL2;TK1;DLGAP5;E2F8;GINS1;TIPIN;RFC3;SPAG5;CDKN2A;GINS4;ATAD2;HMGA1;PAICS;NME1;CENPE;KIF18B;UBE2S;RPA3;UBE2T;CKS2;TACC3;CDK1;CENPM;MCM4;DCTPP1;SPC24;MAD2L1;CDKN3
MSigDB_Hallmark_2020	KRAS Signaling Up	41/200	2.905544e-01	9.999961e-01	0	0	1.117215e+00	1.380838e+00	ERO1A;SERPINA3;CSF2;USH1C;CXCR4;RETN;IL1RL2;PLAU;FBXO4;MAP7;SPP1;PLEK2;SOX9;EPHB2;KCNN4;CBX8;GALNT3;CCL20;GABRA3;IGF2;G0S2;WNT7A;ANXA10;PPBP;INHBA;NR0B2;ETV4;MMP9;MMP10;EREG;MMP11;CXCL10;RBP4;TSPAN13;SLPI;IL1B;HKDC1;MALL;ITGBL1;ADAM8;CFB
MSigDB_Hallmark_2020	Angiogenesis	8/36	3.605928e-01	9.999961e-01	0	0	1.236977e+00	1.261723e+00	CXCL6;THBD;COL3A1;SPP1;OLR1;MSX1;TIMP1;PF4
MSigDB_Hallmark_2020	Myc Targets V2	12/58	4.052218e-01	9.999961e-01	0	0	1.129366e+00	1.020179e+00	AIMP2;DUSP2;EXOSC5;NOP16;MYC;NIP7;WDR74;SORD;MCM4;TMEM97;PHB;DCTPP1
MSigDB_Hallmark_2020	Allograft Rejection	39/200	4.236084e-01	9.999961e-01	0	0	1.048820e+00	9.008796e-01	CXCL9;CD80;GCNT1;PRF1;CAPG;FASLG;MTIF2;THY1;CXCL13;CD3D;ICAM1;C2;SOCS1;CCL7;CXCR3;CCL4;IL12B;NLRP3;TIMP1;RPL39;PRKCG;IL10;IL11;TGFB2;CCL22;NOS2;CDKN2A;GZMA;IL13;GZMB;INHBA;MMP9;EREG;NME1;CD8B;IFNG;IL1B;LCP2;PF4
MSigDB_Hallmark_2020	Epithelial Mesenchymal Transition	37/200	5.679522e-01	9.999961e-01	0	0	9.821744e-01	5.556338e-01	CXCL6;CXCL8;COL11A1;SERPINE1;CAPG;TNFRSF11B;LAMC2;CXCL1;THY1;AREG;LOXL2;COMP;SPP1;TIMP1;MSX1;MEST;CTHRC1;PDGFRB;TNFRSF12A;MMP1;WNT5A;TFPI2;MMP3;FN1;INHBA;COL1A1;SFRP4;COL3A1;COL1A2;FAP;ADAM12;SDC1;TGFBI;ITGA5;PPIB;MXRA5;SNTB1
MSigDB_Hallmark_2020	Pancreas Beta Cells	7/40	6.448428e-01	9.999961e-01	0	0	9.178333e-01	4.026981e-01	PCSK1;PKLR;PDX1;PAX6;SYT13;HNF1A;FOXA2
MSigDB_Hallmark_2020	IL-6/JAK/STAT3 Signaling	15/87	6.849235e-01	9.999961e-01	0	0	9.011991e-01	3.410571e-01	CXCL9;CSF2;TNFRSF12A;REG1A;CXCL1;CXCL13;CXCL3;SOCS3;CXCL10;CXCL11;SOCS1;CCL7;IL1B;IL9R;PF4
MSigDB_Hallmark_2020	Complement	35/200	7.054381e-01	9.999961e-01	0	0	9.172146e-01	3.200495e-01	CEBPB;SERPINE1;PLEK;PCSK9;CXCL1;C4BPB;CTSV;PLA2G7;PIK3CG;C2;C3;CASP5;HNF4A;KYNU;OLR1;TIMP1;PRSS3;APOBEC3F;SERPINB2;GZMA;TFPI2;FN1;GZMB;MMP8;F5;PSMB9;MMP12;GZMK;F7;MMP13;APOC1;SERPING1;LCP2;CFB;HSPA1A
MSigDB_Hallmark_2020	Notch Signaling	5/32	7.438199e-01	9.999961e-01	0	0	8.011519e-01	2.371060e-01	LFNG;NOTCH3;CCND1;WNT5A;WNT2
MSigDB_Hallmark_2020	Cholesterol Homeostasis	12/74	7.571070e-01	9.999961e-01	0	0	8.370890e-01	2.329205e-01	SQLE;TNFRSF12A;FABP5;GLDC;CBS;SCD;CYP51A1;MAL2;TRIB3;TMEM97;ACAT2;S100A11
MSigDB_Hallmark_2020	KRAS Signaling Dn	34/200	7.662712e-01	9.999961e-01	0	0	8.853478e-01	2.356965e-01	NPY4R;CD80;SERPINA10;ALOX12B;KLK8;KLK7;IFI44L;LFNG;FGGY;CHRNG;IL12B;CCR8;TNNI3;LGALS7;SPTBN2;RIBC2;TGFB2;SERPINB2;EGF;SLC6A14;HTR1D;ENTPD7;PAX3;HNF1A;EDAR;SCN10A;IL5;IFNG;NPHS1;TLX1;TFF2;PKP1;CLDN16;GPR19
MSigDB_Hallmark_2020	Interferon Alpha Response	15/97	8.327826e-01	9.999961e-01	0	0	7.908075e-01	1.447040e-01	IFITM3;IFITM1;IFITM2;ISG15;IFI30;USP18;IFI44L;PSMB9;BST2;CXCL10;CXCL11;SELL;LAMP3;EPSTI1;LY6E
MSigDB_Hallmark_2020	Glycolysis	32/200	8.652096e-01	9.999961e-01	0	0	8.228039e-01	1.191284e-01	ERO1A;ABCB6;CXCR4;CENPA;HS6ST2;NDST3;SOX9;IER3;MIOX;BIK;PGAM1;PMM2;ALG1;MIF;EFNA3;GALE;ELF3;DDIT4;TFF3;B3GNT3;GAPDHS;CDK1;SDC1;KDELR3;KIF20A;ALDOB;TGFBI;CHST4;MET;POLR3K;LHX9;FBP2
MSigDB_Hallmark_2020	Spermatogenesis	20/135	9.048268e-01	9.999961e-01	0	0	7.513099e-01	7.513981e-02	SLC12A2;CLPB;DMRT1;PARP2;CHRM4;GAD1;OAZ3;MTNR1A;DBF4;GRM8;GAPDHS;MAP7;CDK1;NEK2;TNNI3;IL13RA2;BUB1;CFTR;CLVS1;CDKN3
MSigDB_Hallmark_2020	Wnt-beta Catenin Signaling	5/42	9.166719e-01	9.999961e-01	0	0	5.842639e-01	5.083427e-02	DKK4;MYC;LEF1;TCF7;AXIN2
MSigDB_Hallmark_2020	Estrogen Response Early	28/200	9.698223e-01	9.999961e-01	0	0	7.022806e-01	2.151957e-02	LAD1;CLIC3;TMPRSS3;WWC1;ADCY1;CELSR1;AREG;CCND1;MYC;P2RY2;MYB;TBC1D30;PMAIP1;SFN;OPN3;ZNF185;BCL11B;FOS;DHRS2;KLK10;TTC39A;SULT2B1;SLC7A5;ELF3;SYT12;TFF3;TFF1;FRK
MSigDB_Hallmark_2020	Interferon Gamma Response	28/200	9.698223e-01	9.999961e-01	0	0	7.022806e-01	2.151957e-02	IFITM3;CXCL9;IFITM2;IFI30;USP18;IFI44L;ICAM1;SOCS3;PNP;SOCS1;CCL7;EPSTI1;ZBP1;GZMA;ISG15;PSMB9;BST2;VAMP8;CXCL10;CXCL11;OAS2;SERPING1;XCL1;LCP2;CFB;GPR18;IDO1;LY6E
MSigDB_Hallmark_2020	Xenobiotic Metabolism	28/200	9.698223e-01	9.999961e-01	0	0	7.022806e-01	2.151957e-02	AHCY;SHMT2;SERPINE1;AQP9;REG1A;SPINT2;TMEM97;SLC1A5;TDO2;TTPA;HNF4A;KYNU;CCL25;IGFBP1;NQO1;TGFB2;CYP4F2;GAD1;IGF1;TYR;CYP26A1;ALDH3A1;RBP4;VNN1;CYP2S1;FETUB;HPRT1;CFB
MSigDB_Hallmark_2020	Hedgehog Signaling	3/36	9.759429e-01	9.999961e-01	0	0	3.929376e-01	9.568490e-03	SHH;THY1;CELSR1
MSigDB_Hallmark_2020	Unfolded Protein Response	13/113	9.865704e-01	9.999961e-01	0	0	5.610746e-01	7.586039e-03	ERO1A;IGFBP1;CEBPB;CKS1B;SLC7A5;EXOSC5;EXOSC4;DKC1;PSAT1;DDIT4;CHAC1;KDELR3;CALR
MSigDB_Hallmark_2020	mTORC1 Signaling	25/200	9.933966e-01	9.999961e-01	0	0	6.156764e-01	4.079028e-03	ERO1A;SHMT2;CXCR4;DAPP1;TMEM97;SLC7A11;SLC1A5;IFI30;PNP;BUB1;PSPH;CYB5B;CYP51A1;SORD;DHFR;SQLE;SLC7A5;PSAT1;SCD;DDIT4;MCM4;TRIB3;HPRT1;CALR;GAPDH
MSigDB_Hallmark_2020	Apical Surface	3/44	9.934680e-01	9.999961e-01	0	0	3.161108e-01	2.071610e-03	PCSK9;ATP6V0A4;THY1
MSigDB_Hallmark_2020	p53 Pathway	24/200	9.963435e-01	9.999961e-01	0	0	5.874970e-01	2.152120e-03	CEBPA;CCNK;ST14;GPX2;CDKN2A;GLS2;PVT1;SLC7A11;FOS;IFI30;KLK8;SERPINB5;VAMP8;IL1A;SOCS1;KRT17;DDIT4;TNFSF9;SDC1;TRIB3;SFN;ERCC5;NUDT15;IER3
MSigDB_Hallmark_2020	PI3K/AKT/mTOR  Signaling	10/105	9.970604e-01	9.999961e-01	0	0	4.540879e-01	1.336823e-03	GNGT1;CDK1;E2F1;DAPP1;CXCR4;TRIB3;SFN;FASLG;CALR;PITX2
MSigDB_Hallmark_2020	IL-2/STAT5 Signaling	23/199	9.978666e-01	9.999961e-01	0	0	5.628670e-01	1.202090e-03	IFITM3;IL10;AHCY;CSF2;TNFRSF9;IL13;CAPG;SLC1A5;CST7;ETV4;BATF;CXCL10;UCK2;PNP;SOCS1;SELL;MYC;SPP1;TNFSF11;CD48;ICOS;CCR4;PHLDA1
MSigDB_Hallmark_2020	TGF-beta Signaling	3/54	9.988120e-01	9.999961e-01	0	0	2.539715e-01	3.018916e-04	SERPINE1;JUNB;LEFTY2
MSigDB_Hallmark_2020	DNA Repair	15/150	9.989379e-01	9.999961e-01	0	0	4.787673e-01	5.087578e-04	RFC5;FEN1;RFC3;PRIM1;TAF10;ZWINT;NME1;PNP;RPA3;BOLA2;POLR2F;ERCC5;HPRT1;POLR2I;CCNO
MSigDB_Hallmark_2020	Hypoxia	22/200	9.990220e-01	9.999961e-01	0	0	5.321363e-01	5.206604e-04	ERO1A;IGFBP1;PFKFB3;PKLR;DUSP1;SERPINE1;CXCR4;MIF;FOS;SULT2B1;BCAN;EFNA3;HOXB9;PHKG1;DDIT4;GAPDHS;PKP1;KDELR3;ALDOB;TGFBI;GAPDH;IER3
