Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2025	Antimicrobial Humoral Response (GO:0019730)	47/147	3.559165e-10	1.425802e-06	0	0	3.368301e+00	7.328185e+01	PGLYRP4;REG3A;CXCL6;PGLYRP3;CALCA;CXCL9;CXCL8;REG1B;REG1A;CXCL1;CXCL13;NTS;CXCL3;CXCL2;CXCL5;BPIFA1;DMBT1;CCL4;RNASE7;CCL3;IL36RN;CCL1;ROMO1;PI3;PRSS3;SPRR2A;PRSS2;CCL17;PF4V1;KRT6A;CCL25;CCL24;CCL22;DEFA6;CCL20;DEFA5;PPBP;CXCL10;CXCL11;SLPI;SEMG2;SEMG1;WFDC10A;DEFB4A;S100A7;CCL26;PF4
GO_Biological_Process_2025	Antimicrobial Humoral Immune Response Mediated by Antimicrobial Peptide (GO:0061844)	39/116	2.194952e-09	4.396490e-06	0	0	3.622706e+00	7.222627e+01	PGLYRP4;REG3A;CXCL6;PGLYRP3;CALCA;CXCL9;CXCL8;REG1B;REG1A;CXCL1;CXCL13;NTS;CXCL3;CXCL2;CXCL5;BPIFA1;DMBT1;CCL4;RNASE7;CCL3;CCL1;ROMO1;CCL17;PF4V1;KRT6A;CCL25;CCL24;CCL22;DEFA6;CCL20;DEFA5;PPBP;CXCL10;CXCL11;SEMG1;DEFB4A;S100A7;CCL26;PF4
GO_Biological_Process_2025	Epithelium Development (GO:0060429)	44/159	1.582736e-07	2.113481e-04	0	0	2.736265e+00	4.284701e+01	TRIM71;EHF;DLX3;UPK2;IHH;KRT23;SIX1;KRT40;APELA;SHH;UPK1A;DMBT1;SOX9;WNT2;KRT6A;TGFB2;SMOX;ANXA4;WNT7B;RIPK4;KRT35;KRT34;FOXJ1;KRT32;PROX1;KRT31;UPK3A;ACTL8;GRHL2;PAX2;VIL1;SPINT1;KRT39;KRT17;KRT38;KRT16;LHX1;KRT37;KRT15;KRT36;TIMELESS;CDK1;VDAC1;RHCG
GO_Biological_Process_2025	Epithelial Cell Differentiation (GO:0030855)	37/132	1.058900e-06	1.060489e-03	0	0	2.780564e+00	3.825578e+01	EHF;DLX3;UPK2;KRT23;SIX1;KRT40;UPK1A;DMBT1;SIX3;E2F8;TGFB2;ANXA4;KRT35;KRT34;KRT32;PROX1;OVOL1;KRT31;UPK3A;ACTL8;GRHL2;PAX2;SETSIP;OVOL2;VIL1;KRT39;KRT17;KRT38;KRT16;KRT37;KRT15;KRT36;CDK1;VDAC1;DSG2;IRF6;RHCG
GO_Biological_Process_2025	Granulocyte Chemotaxis (GO:0071621)	22/64	4.438946e-06	3.556484e-03	0	0	3.728091e+00	4.594907e+01	CCL25;CXCL6;CCL24;CXCL9;TGFB2;CXCL8;CXADR;CCL22;SYK;PPBP;CXCL13;CXCL3;TREM1;CXCL5;CXCL10;CCL4;CXCR2;CCL3;CCL1;PF4V1;CCL26;PF4
GO_Biological_Process_2025	Mitotic Sister Chromatid Segregation (GO:0000070)	33/120	6.222319e-06	4.154435e-03	0	0	2.704816e+00	3.242363e+01	UHRF1;CDCA5;KIF14;NCAPG;SKA3;SKA1;AURKB;KIF15;CHEK2;RRS1;PMEPA1;MISP;CEP55;DLGAP5;SPAG5;KIF23;KIF22;KNSTRN;NDC80;ZWINT;MZT1;TPX2;CENPE;KIF18A;KIF18B;PSRC1;INCENP;CENPK;CHMP4C;BIRC5;NCAPD2;NCAPD3;RAN
GO_Biological_Process_2025	Epidermis Development (GO:0008544)	26/86	9.292405e-06	5.317911e-03	0	0	3.085998e+00	3.575534e+01	COL17A1;KLK5;LAMC2;HOXB13;EVPL;KLK6;KRT83;SCEL;SPRR2D;WNT10A;CDSN;LAMB3;KRT34;GRHL3;KRT32;KRT31;OVOL1;FOXN1;OVOL2;EDAR;SPINT1;KRT15;GJB5;SPRR1A;SPRR1B;S100A7
GO_Biological_Process_2025	Intermediate Filament Organization (GO:0045109)	23/72	1.099050e-05	5.503494e-03	0	0	3.340779e+00	3.814661e+01	KRT80;KRT35;KRT23;KRT34;KRT7;KRT32;KRT31;KRT75;KRT74;KRT40;KRT83;KRT39;KRT17;KRT38;KRT16;KRT37;KRT15;KRT36;PKP2;PKP1;EPPK1;KRT6B;KRT6A
GO_Biological_Process_2025	Extracellular Matrix Disassembly (GO:0022617)	17/45	1.285466e-05	5.721754e-03	0	0	4.315870e+00	4.860449e+01	MMP7;MMP1;MMP2;HPN;MMP3;KLK5;NCAPG;NOXO1;CTSV;MMP8;MMP9;MMP10;KLK6;MMP12;MMP11;MMP13;PRSS2
GO_Biological_Process_2025	Epithelial Structure Maintenance (GO:0010669)	11/22	1.962984e-05	7.863714e-03	0	0	7.098095e+00	7.693241e+01	RBP4;CXADR;VSIG1;ILDR1;TFF3;MUC13;TFF2;LSR;TFF1;PKP3;MUC6
