Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Cytokine-cytokine receptor interaction	71/295	2.013632e-08	6.222124e-06	0	0	2.277876e+00	4.036565e+01	IL21;IL22;CXCL6;IL1RN;CXCL9;CSF2;CXCL8;IL23R;CCL4L2;CXCL17;CXCL1;CXCL13;CXCL3;CXCL2;CXCL5;IL36B;IL12B;TNFSF11;CCR8;IL13RA2;CCR4;CCR3;PF4V1;IL11;TNFRSF12A;IL19;PRLR;EDAR;IL1A;IFNG;IL23A;IL1B;IFNE;CCL3L3;IL20RA;CXCR4;TNFRSF11B;IFNL1;CXCR3;CXCR2;CCL4;CCL3;IL21R;IL36RN;CCL1;CCL17;TNFSF18;CCL25;CCL24;TGFB2;CCL22;CCL20;CD70;GDF15;IL37;TNFRSF9;BMP8A;OSM;PPBP;INHBA;BMP7;BMP4;CXCL10;CXCL11;TNFSF9;IL17F;IL7R;IL17C;CCL26;IL17A;PF4
KEGG_2021_Human	Viral protein interaction with cytokine and cytokine receptor	33/100	6.156018e-08	9.511048e-06	0	0	3.516253e+00	5.838123e+01	CXCL6;CXCL9;CXCL8;CCL4L2;CCL3L3;IL20RA;CXCR4;CXCL1;CXCL13;CXCL3;CXCL2;CXCL5;CXCR3;CCL4;CXCR2;CCL3;CCR8;CCL1;CCR4;CCL17;CCR3;PF4V1;CCL25;CCL24;CCL22;CCL20;IL37;IL19;PPBP;CXCL10;CXCL11;CCL26;PF4
KEGG_2021_Human	IL-17 signaling pathway	29/94	1.837633e-06	1.892762e-04	0	0	3.180281e+00	4.200207e+01	CXCL6;CEBPB;CSF2;CXCL8;CXCL1;CXCL3;CXCL2;CXCL5;IKBKE;CCL17;MMP1;CCL20;MMP3;FOS;MMP9;MAPK15;MUC5AC;MAPK13;CXCL10;MMP13;IFNG;TRAF4;IL1B;LCN2;IL17F;DEFB4A;IL17C;S100A7;IL17A
KEGG_2021_Human	Rheumatoid arthritis	24/93	3.152644e-04	2.435417e-02	0	0	2.473761e+00	1.994370e+01	CXCL6;IL11;TGFB2;CSF2;CXCL8;MMP1;CCL20;CD80;CCL3L3;MMP3;CXCL1;FOS;CXCL3;CXCL2;CXCL5;ICAM1;IL1A;IFNG;IL23A;IL1B;CCL3;TNFSF11;ATP6V0A4;IL17A
KEGG_2021_Human	Amoebiasis	24/102	1.310892e-03	8.101314e-02	0	0	2.187198e+00	1.451654e+01	PRKCG;SERPINB3;SERPINB4;TGFB2;CSF2;CXCL8;LAMB3;NOS2;FN1;CXCL1;LAMC2;ADCY1;CXCL3;CD1B;CXCL2;CD1A;COL1A1;GNA15;COL3A1;COL1A2;PLCB4;IFNG;IL1B;IL12B
KEGG_2021_Human	Steroid biosynthesis	8/20	1.737446e-03	8.947845e-02	0	0	4.726046e+00	3.003562e+01	CYP27B1;SQLE;NSDHL;CYP24A1;CYP51A1;DHCR24;CEL;DHCR7
KEGG_2021_Human	Bile secretion	21/90	2.837832e-03	1.131653e-01	0	0	2.161898e+00	1.267891e+01	UGT2B10;SCARB1;ABCG8;ABCG5;ABCC2;SCT;AQP9;ADCY1;SLC5A1;ATP1B1;BAAT;NR0B2;SLCO1B1;NCEH1;SLCO1B3;SLCO1A2;UGT2B4;CFTR;UGT2B7;SULT2A1;UGT1A6
KEGG_2021_Human	Maturity onset diabetes of the young	9/26	2.929847e-03	1.131653e-01	0	0	3.753484e+00	2.189334e+01	PKLR;HNF4A;HNF4G;PDX1;BHLHA15;HNF1A;MNX1;FOXA3;FOXA2
KEGG_2021_Human	Fat digestion and absorption	12/43	4.862004e-03	1.669288e-01	0	0	2.745624e+00	1.462403e+01	PLA2G2F;SCARB1;ABCG8;ABCG5;PLA2G2D;DGAT2;PLA2G12B;PLA2G2E;MTTP;PLA2G3;CEL;AGPAT2
KEGG_2021_Human	Staphylococcus aureus infection	21/95	5.565441e-03	1.719721e-01	0	0	2.015246e+00	1.046150e+01	DEFA6;DEFA5;KRT35;KRT23;KRT34;KRT32;FPR2;KRT31;KRT40;ICAM1;C3;FCGR3B;KRT39;KRT17;KRT38;KRT16;KRT37;KRT15;KRT36;DEFB4A;FCGR1A
